numCycle,collective,ranks,rankspernode,gpusperrank,size,type,redop,inplace,time,algbw,busbw,#wrong
0,"ReduceScatter",1,4,4,1,1048576,"float","sum",0,217.570200,4.819484,3.614613,"0"
