numCycle,collective,ranks,rankspernode,gpusperrank,size,type,redop,inplace,time,algbw,busbw,#wrong
0,"ReduceScatter",1,4,4,1,1048576,"float","sum",0,983.374520,1.066304,0.799728,"0"
