numCycle,collective,ranks,rankspernode,gpusperrank,size,type,redop,inplace,time,algbw,busbw,#wrong
0,"AllReduce",1,4,4,1,67108864,"float","sum",0,10505.120620,6.388205,9.582307,"0"
