numCycle,collective,ranks,rankspernode,gpusperrank,size,type,redop,inplace,time,algbw,busbw,#wrong
0,"ReduceScatter",1,4,4,1,8388608,"float","sum",0,4004.961020,2.094554,1.570916,"0"
