case_id,path,family,candidate,M_local,N,K,q,rep,iterations,iteration_failures,status,t_release_first_max_us_p50,t_release_first_max_us_p05,t_release_first_max_us_p95,t_release_last_max_us_p50,t_release_last_max_us_p05,t_release_last_max_us_p95,t_done_max_us_p50,t_done_max_us_p05,t_done_max_us_p95,gemm_first_start_max_us_p50,gemm_first_start_max_us_p05,gemm_first_start_max_us_p95,gemm_last_end_max_us_p50,gemm_last_end_max_us_p05,gemm_last_end_max_us_p95,gemm_interval_max_us_p50,gemm_interval_max_us_p05,gemm_interval_max_us_p95,e2e_max_us_p50,e2e_max_us_p05,e2e_max_us_p95
case001_comm_C0_DEFAULT_N2048_q8_rep1,COMM_ONLY,RCCL,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,544.223,541.182,565.672,4233.656,4226.053,4261.107,4239.098,4231.335,4266.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4244.620,4236.777,4272.152
case002_comm_C2_RING_SIMPLE_CH8_N2048_q8_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,2048,2048,8,1,40,40,FAIL,534.641,533.281,552.000,4158.326,4154.084,4174.725,4163.926,4159.524,4180.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4169.446,4165.124,4185.925
case003_gemm_C0_DEFAULT_N2048_q8_rep1,GEMM_ONLY,RCCL,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,0.000,0.000,0.000,0.000,0.000,0.000,3764.112,3647.635,3790.834,117.434,112.153,126.233,3758.512,3642.196,3785.074,3643.479,3526.203,3667.321,3769.792,3653.075,3796.433
case004_r0_C0_DEFAULT_N2048_q8_rep1,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,4052.013,4024.581,4084.571,4052.013,4024.581,4084.571,4058.173,4030.661,4090.971,4068.412,4040.740,4101.370,6832.495,6795.299,6860.255,2776.727,2762.404,2790.408,6838.096,6800.739,6865.694
case005_rs_C0_DEFAULT_N2048_q8_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,579.648,572.128,589.247,7511.499,7499.100,7585.655,7517.819,7505.659,7591.895,590.447,582.047,599.326,7959.234,7944.512,8028.510,7384.306,7371.106,7438.623,7964.674,7949.952,8033.950
case006_r1_C0_DEFAULT_N2048_q8_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,569.008,565.088,589.087,4670.858,4661.827,4729.334,4676.778,4667.747,4735.254,579.568,575.808,599.806,5392.667,5373.619,5440.015,4821.970,4805.971,4870.127,5398.266,5379.058,5445.455
case007_r1_C2_RING_SIMPLE_CH8_N2048_q8_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,2048,2048,8,1,40,40,FAIL,563.488,557.888,582.208,4472.073,4459.750,4513.673,4477.993,4465.670,4519.753,573.888,567.968,592.607,5691.921,5679.361,5744.958,5124.193,5113.634,5158.591,5697.361,5684.960,5750.558
case008_fc_C0_DEFAULT_N2048_q8_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,11558.791,11428.160,11695.823,11558.791,11428.160,11695.823,11548.311,11417.760,11685.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11564.471,11433.760,11701.744
case009_dc_C0_DEFAULT_N2048_q8_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,1350.566,1186.173,9584.740,12505.940,7370.959,16069.336,12514.498,7379.439,16077.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12513.299,7380.559,16076.056
case010_d0_C0_DEFAULT_N2048_q8_rep1,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,11509.192,11409.281,11730.223,11509.192,11409.281,11730.223,11515.272,11415.360,11736.463,11525.271,11425.439,11746.542,14312.329,14200.800,14550.567,2770.409,2763.045,2807.367,14317.769,14206.400,14556.009
case011_ds_C0_DEFAULT_N2048_q8_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,14504.465,11203.710,18307.451,20291.341,16767.377,26177.248,21239.528,17304.145,26694.820,14509.823,11209.149,18313.051,20759.794,17232.627,26625.863,10278.551,6320.765,16351.881,21240.488,17305.264,26696.898
case012_d1_C0_DEFAULT_N2048_q8_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,8,1,40,40,FAIL,15044.514,11753.601,18841.820,20876.349,17545.096,26171.855,22557.551,19052.854,26694.707,15049.953,11759.200,18847.420,21336.243,17998.029,26627.670,10279.271,5347.700,16946.246,22559.550,19056.211,26696.627
