case_id,path,family,candidate,N,q,rep,iterations,release_first_med_us,release_last_med_us,release_pacing_med_us,release_to_gemm_delay_med_us,gemm_dur_med_us
case151_r1_C2_RING_SIMPLE_CH8_N512_q8_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,512,8,1,80,549.6,4421.4,552.8,50.3,545.2
case152_r1_C2_RING_SIMPLE_CH8_N512_q8_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,512,8,2,80,551.3,4421.4,552.6,41.8,544.6
case153_r1_C2_RING_SIMPLE_CH8_N512_q8_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,512,8,3,80,550.7,4422.9,553.1,46.0,545.6
case154_r1_C2_RING_SIMPLE_CH8_N512_q8_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,512,8,4,80,555.3,4421.6,552.3,44.6,544.4
case155_r1_C2_RING_SIMPLE_CH8_N512_q8_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,512,8,5,80,554.8,4426.2,553.3,39.8,544.9
case156_fc_C0_DEFAULT_N512_q8_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,512,8,1,80,11541.9,11541.9,,-11541.9,0.0
case157_fc_C0_DEFAULT_N512_q8_rep2,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,512,8,2,80,11540.7,11540.7,,-11540.7,0.0
case158_fc_C0_DEFAULT_N512_q8_rep3,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,512,8,3,80,11513.2,11513.2,,-11513.2,0.0
case159_fc_C0_DEFAULT_N512_q8_rep4,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,512,8,4,80,11518.2,11518.2,,-11518.2,0.0
case160_fc_C0_DEFAULT_N512_q8_rep5,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,512,8,5,80,11516.2,11516.2,,-11516.2,0.0
case161_dc_C0_DEFAULT_N512_q8_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,512,8,1,80,1373.4,11382.0,622.5,-5902.7,0.0
case162_dc_C0_DEFAULT_N512_q8_rep2,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,512,8,2,80,1366.1,10656.0,667.1,-6054.5,0.0
case163_dc_C0_DEFAULT_N512_q8_rep3,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,512,8,3,80,1363.0,10249.5,598.0,-7094.7,0.0
case164_dc_C0_DEFAULT_N512_q8_rep4,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,512,8,4,80,1370.6,11099.5,596.0,-6114.9,0.0
case165_dc_C0_DEFAULT_N512_q8_rep5,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,512,8,5,80,1367.9,12004.5,590.2,-6925.1,0.0
case166_d0_C0_DEFAULT_N512_q8_rep1,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,512,8,1,80,11513.5,11513.5,,16.3,1026.7
case167_d0_C0_DEFAULT_N512_q8_rep2,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,512,8,2,80,11502.7,11502.7,,16.2,1026.7
case168_d0_C0_DEFAULT_N512_q8_rep3,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,512,8,3,80,11540.6,11540.6,,16.2,1026.5
case169_d0_C0_DEFAULT_N512_q8_rep4,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,512,8,4,80,11509.2,11509.2,,16.2,1026.8
case170_d0_C0_DEFAULT_N512_q8_rep5,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,512,8,5,80,11520.4,11520.4,,16.3,1027.5
case171_ds_C0_DEFAULT_N512_q8_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,512,8,1,80,14802.4,17749.2,301.8,5.6,240.9
case172_ds_C0_DEFAULT_N512_q8_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,512,8,2,80,14819.2,17512.3,305.0,5.6,243.2
case173_ds_C0_DEFAULT_N512_q8_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,512,8,3,80,15319.9,17930.9,306.5,5.6,241.9
case174_ds_C0_DEFAULT_N512_q8_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,512,8,4,80,14921.6,17967.6,303.3,5.6,241.7
case175_ds_C0_DEFAULT_N512_q8_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,512,8,5,80,14820.7,17460.4,304.6,5.6,243.2
case176_d1_C0_DEFAULT_N512_q8_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,512,8,1,80,14443.0,17817.7,304.0,5.6,241.4
case177_d1_C0_DEFAULT_N512_q8_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,512,8,2,80,14807.3,17634.9,307.2,5.6,242.3
case178_d1_C0_DEFAULT_N512_q8_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,512,8,3,80,14748.1,17396.6,303.7,5.6,241.6
case179_d1_C0_DEFAULT_N512_q8_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,512,8,4,80,14553.4,17914.2,304.9,5.6,242.4
case180_d1_C0_DEFAULT_N512_q8_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,512,8,5,80,14701.6,17922.8,304.9,5.6,242.8
case181_comm_C0_DEFAULT_N2048_q2_rep1,COMM_ONLY,RCCL,C0_DEFAULT,2048,2,1,80,2017.1,4014.8,1998.6,-4006.1,0.0
case182_comm_C0_DEFAULT_N2048_q2_rep2,COMM_ONLY,RCCL,C0_DEFAULT,2048,2,2,80,2016.2,4013.0,1996.0,-4002.9,0.0
case183_comm_C0_DEFAULT_N2048_q2_rep3,COMM_ONLY,RCCL,C0_DEFAULT,2048,2,3,80,2014.7,4012.7,1997.5,-3017.4,0.0
case184_comm_C0_DEFAULT_N2048_q2_rep4,COMM_ONLY,RCCL,C0_DEFAULT,2048,2,4,80,2017.6,4016.8,1999.2,-3046.1,0.0
case185_comm_C0_DEFAULT_N2048_q2_rep5,COMM_ONLY,RCCL,C0_DEFAULT,2048,2,5,80,2015.9,4013.1,1996.0,-3059.0,0.0
case186_comm_C2_RING_SIMPLE_CH8_N2048_q2_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,2,1,80,1953.7,3892.3,1938.4,-2933.4,0.0
case187_comm_C2_RING_SIMPLE_CH8_N2048_q2_rep2,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,2,2,80,1953.7,3893.2,1939.4,-2937.0,0.0
case188_comm_C2_RING_SIMPLE_CH8_N2048_q2_rep3,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,2,3,80,1955.2,3896.3,1940.8,-2979.4,0.0
case189_comm_C2_RING_SIMPLE_CH8_N2048_q2_rep4,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,2,4,80,1955.3,3894.7,1939.6,-2959.1,0.0
case190_comm_C2_RING_SIMPLE_CH8_N2048_q2_rep5,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,2,5,80,1952.7,3891.0,1937.8,-2938.7,0.0
case191_gemm_C0_DEFAULT_N2048_q2_rep1,GEMM_ONLY,RCCL,C0_DEFAULT,2048,2,1,80,0.0,0.0,0.0,840.2,1477.0
case192_gemm_C0_DEFAULT_N2048_q2_rep2,GEMM_ONLY,RCCL,C0_DEFAULT,2048,2,2,80,0.0,0.0,0.0,839.6,1475.7
case193_gemm_C0_DEFAULT_N2048_q2_rep3,GEMM_ONLY,RCCL,C0_DEFAULT,2048,2,3,80,0.0,0.0,0.0,836.9,1475.5
case194_gemm_C0_DEFAULT_N2048_q2_rep4,GEMM_ONLY,RCCL,C0_DEFAULT,2048,2,4,80,0.0,0.0,0.0,838.1,1476.7
case195_gemm_C0_DEFAULT_N2048_q2_rep5,GEMM_ONLY,RCCL,C0_DEFAULT,2048,2,5,80,0.0,0.0,0.0,840.4,1476.3
case196_r0_C0_DEFAULT_N2048_q2_rep1,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,2,1,80,4067.7,4067.7,,16.2,2780.8
case197_r0_C0_DEFAULT_N2048_q2_rep2,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,2,2,80,4059.3,4059.3,,16.2,2781.3
case198_r0_C0_DEFAULT_N2048_q2_rep3,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,2,3,80,4055.1,4055.1,,16.2,2775.2
case199_r0_C0_DEFAULT_N2048_q2_rep4,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,2,4,80,4057.5,4057.5,,16.3,2782.2
case200_r0_C0_DEFAULT_N2048_q2_rep5,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,2,5,80,4063.2,4063.2,,16.3,2780.6
case201_rs_C0_DEFAULT_N2048_q2_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,2,1,80,2067.1,5550.0,3482.7,10.2,1427.3
case202_rs_C0_DEFAULT_N2048_q2_rep2,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,2,2,80,2068.4,5552.9,3482.8,10.2,1426.7
case203_rs_C0_DEFAULT_N2048_q2_rep3,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,2,3,80,2064.4,5548.6,3483.2,10.2,1427.3
case204_rs_C0_DEFAULT_N2048_q2_rep4,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,2,4,80,2070.5,5554.2,3482.0,10.2,1428.0
case205_rs_C0_DEFAULT_N2048_q2_rep5,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,2,5,80,2067.5,5554.6,3486.1,10.2,1427.5
case206_r1_C0_DEFAULT_N2048_q2_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,2,1,80,2066.0,4652.7,2587.3,10.2,1787.1
case207_r1_C0_DEFAULT_N2048_q2_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,2,2,80,2066.8,4643.3,2579.5,10.2,1776.7
case208_r1_C0_DEFAULT_N2048_q2_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,2,3,80,2067.6,4650.9,2578.3,10.2,1782.1
case209_r1_C0_DEFAULT_N2048_q2_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,2,4,80,2065.4,4643.9,2576.9,10.2,2091.2
case210_r1_C0_DEFAULT_N2048_q2_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,2,5,80,2068.6,4647.9,2580.5,10.2,1779.0
case211_r1_C2_RING_SIMPLE_CH8_N2048_q2_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,2,1,80,2005.0,4001.9,1995.9,146.3,1874.9
case212_r1_C2_RING_SIMPLE_CH8_N2048_q2_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,2,2,80,2008.2,4005.1,1996.1,144.5,2269.5
case213_r1_C2_RING_SIMPLE_CH8_N2048_q2_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,2,3,80,2010.3,4010.1,1998.7,140.9,1854.8
case214_r1_C2_RING_SIMPLE_CH8_N2048_q2_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,2,4,80,2006.2,4003.1,1997.4,139.0,1853.8
case215_r1_C2_RING_SIMPLE_CH8_N2048_q2_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,2,5,80,2004.6,4001.1,1996.4,142.4,2265.6
case216_fc_C0_DEFAULT_N2048_q2_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,2,1,80,11550.3,11550.3,,-11550.3,0.0
case217_fc_C0_DEFAULT_N2048_q2_rep2,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,2,2,80,11563.5,11563.5,,-11563.5,0.0
case218_fc_C0_DEFAULT_N2048_q2_rep3,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,2,3,80,11559.3,11559.3,,-11559.3,0.0
case219_fc_C0_DEFAULT_N2048_q2_rep4,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,2,4,80,11578.4,11578.4,,-11578.4,0.0
case220_fc_C0_DEFAULT_N2048_q2_rep5,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,2,5,80,11562.2,11562.2,,-11562.2,0.0
case221_dc_C0_DEFAULT_N2048_q2_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,2,1,80,5469.5,7476.8,2005.6,-7427.3,0.0
case222_dc_C0_DEFAULT_N2048_q2_rep2,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,2,2,80,5455.8,7466.5,2011.1,-7277.5,0.0
case223_dc_C0_DEFAULT_N2048_q2_rep3,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,2,3,80,5460.1,7468.4,2010.6,-6724.7,0.0
case224_dc_C0_DEFAULT_N2048_q2_rep4,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,2,4,80,5467.9,7472.5,2004.0,-7358.1,0.0
case225_dc_C0_DEFAULT_N2048_q2_rep5,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,2,5,80,5460.9,7470.4,2007.0,-6509.5,0.0
case226_d0_C0_DEFAULT_N2048_q2_rep1,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,1,80,11549.4,11549.4,,16.2,2767.8
case227_d0_C0_DEFAULT_N2048_q2_rep2,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,2,80,11550.3,11550.3,,16.0,2770.8
case228_d0_C0_DEFAULT_N2048_q2_rep3,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,3,80,11546.6,11546.6,,16.2,2767.8
case229_d0_C0_DEFAULT_N2048_q2_rep4,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,4,80,11539.6,11539.6,,16.0,2768.8
case230_d0_C0_DEFAULT_N2048_q2_rep5,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,5,80,11568.5,11568.5,,16.3,2770.2
case231_ds_C0_DEFAULT_N2048_q2_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,1,80,7504.9,9039.7,1535.6,5.6,1451.7
case232_ds_C0_DEFAULT_N2048_q2_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,2,80,7502.5,9030.9,1526.0,5.6,1450.6
case233_ds_C0_DEFAULT_N2048_q2_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,3,80,7498.8,9036.4,1533.8,5.4,1454.1
case234_ds_C0_DEFAULT_N2048_q2_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,4,80,7497.4,9028.4,1528.1,5.6,1450.2
case235_ds_C0_DEFAULT_N2048_q2_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2,5,80,7496.1,9033.3,1531.8,5.6,1451.1
case236_d1_C0_DEFAULT_N2048_q2_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2,1,80,7495.5,9031.4,1536.1,5.6,1450.3
case237_d1_C0_DEFAULT_N2048_q2_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2,2,80,7504.0,9017.4,1514.2,5.6,1448.8
case238_d1_C0_DEFAULT_N2048_q2_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2,3,80,7503.7,9035.3,1529.3,5.6,1452.9
case239_d1_C0_DEFAULT_N2048_q2_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2,4,80,7500.9,9034.1,1531.9,5.4,1453.0
case240_d1_C0_DEFAULT_N2048_q2_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2,5,80,7498.8,9031.3,1527.4,5.6,1451.4
case241_comm_C0_DEFAULT_N2048_q4_rep1,COMM_ONLY,RCCL,C0_DEFAULT,2048,4,1,80,1029.1,4072.3,1014.0,-3053.0,0.0
case242_comm_C0_DEFAULT_N2048_q4_rep2,COMM_ONLY,RCCL,C0_DEFAULT,2048,4,2,80,1029.8,4073.3,1014.2,-2572.2,0.0
case243_comm_C0_DEFAULT_N2048_q4_rep3,COMM_ONLY,RCCL,C0_DEFAULT,2048,4,3,80,1032.1,4080.8,1015.2,-2585.9,0.0
case244_comm_C0_DEFAULT_N2048_q4_rep4,COMM_ONLY,RCCL,C0_DEFAULT,2048,4,4,80,1029.0,4074.0,1014.5,-3055.3,0.0
case245_comm_C0_DEFAULT_N2048_q4_rep5,COMM_ONLY,RCCL,C0_DEFAULT,2048,4,5,80,1030.6,4075.1,1014.8,-2597.5,0.0
case246_comm_C2_RING_SIMPLE_CH8_N2048_q4_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,4,1,80,1007.0,3987.1,992.4,-2510.2,0.0
case247_comm_C2_RING_SIMPLE_CH8_N2048_q4_rep2,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,4,2,80,1011.6,3990.0,992.6,-2555.1,0.0
case248_comm_C2_RING_SIMPLE_CH8_N2048_q4_rep3,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,4,3,80,1016.3,4003.0,995.8,-2608.0,0.0
case249_comm_C2_RING_SIMPLE_CH8_N2048_q4_rep4,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,4,4,80,1008.3,3982.1,991.3,-2503.8,0.0
case250_comm_C2_RING_SIMPLE_CH8_N2048_q4_rep5,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,4,5,80,1010.2,3987.5,991.9,-2507.8,0.0
case251_gemm_C0_DEFAULT_N2048_q4_rep1,GEMM_ONLY,RCCL,C0_DEFAULT,2048,4,1,80,0.0,0.0,0.0,1591.2,772.7
case252_gemm_C0_DEFAULT_N2048_q4_rep2,GEMM_ONLY,RCCL,C0_DEFAULT,2048,4,2,80,0.0,0.0,0.0,1260.2,773.3
case253_gemm_C0_DEFAULT_N2048_q4_rep3,GEMM_ONLY,RCCL,C0_DEFAULT,2048,4,3,80,0.0,0.0,0.0,1273.0,784.0
case254_gemm_C0_DEFAULT_N2048_q4_rep4,GEMM_ONLY,RCCL,C0_DEFAULT,2048,4,4,80,0.0,0.0,0.0,1581.8,772.0
case255_gemm_C0_DEFAULT_N2048_q4_rep5,GEMM_ONLY,RCCL,C0_DEFAULT,2048,4,5,80,0.0,0.0,0.0,1285.0,782.8
case256_r0_C0_DEFAULT_N2048_q4_rep1,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,4,1,80,4057.8,4057.8,,16.2,2780.7
case257_r0_C0_DEFAULT_N2048_q4_rep2,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,4,2,80,4055.3,4055.3,,16.3,2780.9
case258_r0_C0_DEFAULT_N2048_q4_rep3,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,4,3,80,4056.7,4056.7,,16.2,2779.1
case259_r0_C0_DEFAULT_N2048_q4_rep4,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,4,4,80,4060.3,4060.3,,16.3,2780.0
case260_r0_C0_DEFAULT_N2048_q4_rep5,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,4,5,80,4060.7,4060.7,,16.3,2777.6
case261_rs_C0_DEFAULT_N2048_q4_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,4,1,80,1065.3,6444.0,1786.2,10.2,758.5
case262_rs_C0_DEFAULT_N2048_q4_rep2,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,4,2,80,1067.7,6437.6,1783.8,10.2,756.2
case263_rs_C0_DEFAULT_N2048_q4_rep3,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,4,3,80,1067.5,6441.1,1785.3,10.1,756.8
case264_rs_C0_DEFAULT_N2048_q4_rep4,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,4,4,80,1069.1,6443.6,1784.8,10.1,756.8
case265_rs_C0_DEFAULT_N2048_q4_rep5,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,4,5,80,1063.0,6436.4,1782.7,10.2,755.2
case266_r1_C0_DEFAULT_N2048_q4_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,4,1,80,1062.0,4268.0,1068.7,90.9,1065.9
case267_r1_C0_DEFAULT_N2048_q4_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,4,2,80,1064.2,4274.7,1070.1,90.9,1069.4
case268_r1_C0_DEFAULT_N2048_q4_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,4,3,80,1068.4,4274.0,1069.2,90.9,1066.6
case269_r1_C0_DEFAULT_N2048_q4_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,4,4,80,1060.7,4272.9,1069.2,90.3,1065.9
case270_r1_C0_DEFAULT_N2048_q4_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,4,5,80,1065.7,4273.8,1069.9,91.7,1064.6
case271_r1_C2_RING_SIMPLE_CH8_N2048_q4_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,4,1,80,1040.3,4110.0,1026.5,204.7,994.3
case272_r1_C2_RING_SIMPLE_CH8_N2048_q4_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,4,2,80,1042.6,4111.1,1026.8,206.4,998.7
case273_r1_C2_RING_SIMPLE_CH8_N2048_q4_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,4,3,80,1037.9,4107.8,1028.0,204.9,987.5
case274_r1_C2_RING_SIMPLE_CH8_N2048_q4_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,4,4,80,1042.0,4108.0,1026.3,203.7,1000.4
case275_r1_C2_RING_SIMPLE_CH8_N2048_q4_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,4,5,80,1040.3,4108.2,1027.1,206.4,1002.2
case276_fc_C0_DEFAULT_N2048_q4_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,4,1,80,11572.1,11572.1,,-11572.1,0.0
case277_fc_C0_DEFAULT_N2048_q4_rep2,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,4,2,80,11557.1,11557.1,,-11557.1,0.0
case278_fc_C0_DEFAULT_N2048_q4_rep3,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,4,3,80,11542.6,11542.6,,-11542.6,0.0
case279_fc_C0_DEFAULT_N2048_q4_rep4,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,4,4,80,11560.9,11560.9,,-11560.9,0.0
case280_fc_C0_DEFAULT_N2048_q4_rep5,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,4,5,80,11570.3,11570.3,,-11570.3,0.0
case281_dc_C0_DEFAULT_N2048_q4_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,4,1,80,2664.2,7593.3,1099.8,-5259.6,0.0
case282_dc_C0_DEFAULT_N2048_q4_rep2,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,4,2,80,2672.8,7569.4,1098.6,-6006.2,0.0
case283_dc_C0_DEFAULT_N2048_q4_rep3,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,4,3,80,2671.1,7616.8,1093.0,-6269.5,0.0
case284_dc_C0_DEFAULT_N2048_q4_rep4,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,4,4,80,2660.5,7557.9,1100.3,-6090.4,0.0
case285_dc_C0_DEFAULT_N2048_q4_rep5,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,4,5,80,2676.1,7580.9,1093.8,-5969.4,0.0
case286_d0_C0_DEFAULT_N2048_q4_rep1,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,1,80,11535.3,11535.3,,16.0,2769.3
case287_d0_C0_DEFAULT_N2048_q4_rep2,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,2,80,11552.3,11552.3,,16.0,2768.6
case288_d0_C0_DEFAULT_N2048_q4_rep3,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,3,80,11540.2,11540.2,,16.2,2767.0
case289_d0_C0_DEFAULT_N2048_q4_rep4,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,4,80,11547.0,11547.0,,16.3,2767.5
case290_d0_C0_DEFAULT_N2048_q4_rep5,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,5,80,11537.8,11537.8,,16.3,2769.3
case291_ds_C0_DEFAULT_N2048_q4_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,1,80,7526.3,10076.6,840.8,5.6,781.2
case292_ds_C0_DEFAULT_N2048_q4_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,2,80,7533.7,10051.0,835.3,5.6,774.0
case293_ds_C0_DEFAULT_N2048_q4_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,3,80,7577.8,10099.7,836.5,5.6,778.2
case294_ds_C0_DEFAULT_N2048_q4_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,4,80,7543.7,10077.2,839.5,5.6,779.0
case295_ds_C0_DEFAULT_N2048_q4_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,4,5,80,7525.9,10035.0,829.5,5.6,767.7
case296_d1_C0_DEFAULT_N2048_q4_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,4,1,80,7578.5,10106.5,840.3,5.6,776.9
case297_d1_C0_DEFAULT_N2048_q4_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,4,2,80,7539.2,10074.5,840.8,5.6,775.3
case298_d1_C0_DEFAULT_N2048_q4_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,4,3,80,7554.9,10089.4,837.4,5.6,778.4
case299_d1_C0_DEFAULT_N2048_q4_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,4,4,80,7545.8,10075.0,838.1,5.6,775.1
case300_d1_C0_DEFAULT_N2048_q4_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,4,5,80,7578.8,10095.4,837.6,5.6,775.9
case301_comm_C0_DEFAULT_N2048_q8_rep1,COMM_ONLY,RCCL,C0_DEFAULT,2048,8,1,80,541.7,4227.0,526.4,-2402.0,0.0
case302_comm_C0_DEFAULT_N2048_q8_rep2,COMM_ONLY,RCCL,C0_DEFAULT,2048,8,2,80,543.5,4230.0,526.4,-2642.7,0.0
