case_id,path,family,candidate,N,q,rep,iterations,release_first_med_us,release_last_med_us,release_pacing_med_us,release_to_gemm_delay_med_us,gemm_dur_med_us
case303_comm_C0_DEFAULT_N2048_q8_rep3,COMM_ONLY,RCCL,C0_DEFAULT,2048,8,3,80,542.8,4230.6,526.8,-2509.7,0.0
case304_comm_C0_DEFAULT_N2048_q8_rep4,COMM_ONLY,RCCL,C0_DEFAULT,2048,8,4,80,542.4,4228.1,526.3,-2644.0,0.0
case305_comm_C0_DEFAULT_N2048_q8_rep5,COMM_ONLY,RCCL,C0_DEFAULT,2048,8,5,80,541.9,4226.5,526.2,-2644.5,0.0
case306_comm_C2_RING_SIMPLE_CH8_N2048_q8_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,8,1,80,535.4,4162.2,517.9,-2602.3,0.0
case307_comm_C2_RING_SIMPLE_CH8_N2048_q8_rep2,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,8,2,80,534.9,4175.8,519.3,-2602.3,0.0
case308_comm_C2_RING_SIMPLE_CH8_N2048_q8_rep3,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,8,3,80,532.9,4155.4,517.4,-2599.6,0.0
case309_comm_C2_RING_SIMPLE_CH8_N2048_q8_rep4,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,8,4,80,534.0,4158.1,517.4,-2361.5,0.0
case310_comm_C2_RING_SIMPLE_CH8_N2048_q8_rep5,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,8,5,80,534.2,4157.4,517.6,-2365.9,0.0
case311_gemm_C0_DEFAULT_N2048_q8_rep1,GEMM_ONLY,RCCL,C0_DEFAULT,2048,8,1,80,0.0,0.0,0.0,1684.6,451.8
case312_gemm_C0_DEFAULT_N2048_q8_rep2,GEMM_ONLY,RCCL,C0_DEFAULT,2048,8,2,80,0.0,0.0,0.0,1698.3,452.1
case313_gemm_C0_DEFAULT_N2048_q8_rep3,GEMM_ONLY,RCCL,C0_DEFAULT,2048,8,3,80,0.0,0.0,0.0,1704.4,451.0
case314_gemm_C0_DEFAULT_N2048_q8_rep4,GEMM_ONLY,RCCL,C0_DEFAULT,2048,8,4,80,0.0,0.0,0.0,1692.4,452.5
case315_gemm_C0_DEFAULT_N2048_q8_rep5,GEMM_ONLY,RCCL,C0_DEFAULT,2048,8,5,80,0.0,0.0,0.0,1879.8,451.7
case316_r0_C0_DEFAULT_N2048_q8_rep1,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,8,1,80,4055.4,4055.4,,16.3,2780.9
case317_r0_C0_DEFAULT_N2048_q8_rep2,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,8,2,80,4055.6,4055.6,,16.3,2780.4
case318_r0_C0_DEFAULT_N2048_q8_rep3,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,8,3,80,4059.0,4059.0,,16.2,2778.8
case319_r0_C0_DEFAULT_N2048_q8_rep4,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,8,4,80,4058.3,4058.3,,16.3,2779.2
case320_r0_C0_DEFAULT_N2048_q8_rep5,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,8,5,80,4058.2,4058.2,,16.3,2779.6
case321_rs_C0_DEFAULT_N2048_q8_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,8,1,80,572.3,7515.0,991.1,10.2,438.1
case322_rs_C0_DEFAULT_N2048_q8_rep2,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,8,2,80,568.7,7518.8,991.9,10.4,438.1
case323_rs_C0_DEFAULT_N2048_q8_rep3,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,8,3,80,569.9,7511.6,991.0,10.2,437.9
case324_rs_C0_DEFAULT_N2048_q8_rep4,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,8,4,80,573.6,7508.9,990.5,10.2,437.7
case325_rs_C0_DEFAULT_N2048_q8_rep5,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,8,5,80,580.8,7515.8,991.0,10.2,437.7
case326_r1_C0_DEFAULT_N2048_q8_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,8,1,80,576.6,4672.9,589.7,286.1,590.8
case327_r1_C0_DEFAULT_N2048_q8_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,8,2,80,574.6,4680.0,591.6,288.9,591.2
case328_r1_C0_DEFAULT_N2048_q8_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,8,3,80,576.4,4676.1,590.8,289.7,591.5
case329_r1_C0_DEFAULT_N2048_q8_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,8,4,80,576.6,4674.0,590.6,287.9,591.4
case330_r1_C0_DEFAULT_N2048_q8_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,8,5,80,577.2,4676.2,590.4,285.7,590.7
case331_r1_C2_RING_SIMPLE_CH8_N2048_q8_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,8,1,80,565.9,4473.7,559.8,719.3,680.5
case332_r1_C2_RING_SIMPLE_CH8_N2048_q8_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,8,2,80,563.8,4469.3,559.8,706.5,687.8
case333_r1_C2_RING_SIMPLE_CH8_N2048_q8_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,8,3,80,558.0,4468.5,560.0,666.3,685.4
case334_r1_C2_RING_SIMPLE_CH8_N2048_q8_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,8,4,80,566.0,4474.1,558.9,699.2,686.8
case335_r1_C2_RING_SIMPLE_CH8_N2048_q8_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,8,5,80,567.6,4476.3,560.0,689.7,682.8
case336_fc_C0_DEFAULT_N2048_q8_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,8,1,80,11541.4,11541.4,,-11541.4,0.0
case337_fc_C0_DEFAULT_N2048_q8_rep2,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,8,2,80,11560.9,11560.9,,-11560.9,0.0
case338_fc_C0_DEFAULT_N2048_q8_rep3,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,8,3,80,11567.8,11567.8,,-11567.8,0.0
case339_fc_C0_DEFAULT_N2048_q8_rep4,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,8,4,80,11554.7,11554.7,,-11554.7,0.0
case340_fc_C0_DEFAULT_N2048_q8_rep5,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,8,5,80,11541.2,11541.2,,-11541.2,0.0
case341_dc_C0_DEFAULT_N2048_q8_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,8,1,80,1371.8,10896.2,616.3,-6050.6,0.0
case342_dc_C0_DEFAULT_N2048_q8_rep2,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,8,2,80,1372.2,10603.6,588.7,-6919.9,0.0
case343_dc_C0_DEFAULT_N2048_q8_rep3,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,8,3,80,1364.4,10999.5,606.3,-6539.4,0.0
case344_dc_C0_DEFAULT_N2048_q8_rep4,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,8,4,80,1373.7,10203.7,593.9,-6787.9,0.0
case345_dc_C0_DEFAULT_N2048_q8_rep5,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,8,5,80,1370.3,10476.3,698.5,-5891.7,0.0
case346_d0_C0_DEFAULT_N2048_q8_rep1,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,1,80,11545.5,11545.5,,16.3,2768.4
case347_d0_C0_DEFAULT_N2048_q8_rep2,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,2,80,11538.2,11538.2,,16.3,2769.6
case348_d0_C0_DEFAULT_N2048_q8_rep3,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,3,80,11551.4,11551.4,,16.3,2766.7
case349_d0_C0_DEFAULT_N2048_q8_rep4,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,4,80,11543.1,11543.1,,16.3,2766.4
case350_d0_C0_DEFAULT_N2048_q8_rep5,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,5,80,11544.3,11544.3,,16.3,2772.7
case351_ds_C0_DEFAULT_N2048_q8_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,1,80,14748.2,20809.6,538.1,5.6,464.1
case352_ds_C0_DEFAULT_N2048_q8_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,2,80,14679.1,19700.2,541.7,5.6,463.6
case353_ds_C0_DEFAULT_N2048_q8_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,3,80,14675.0,20292.8,544.2,5.6,463.9
case354_ds_C0_DEFAULT_N2048_q8_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,4,80,14322.7,19624.1,544.6,5.6,464.9
case355_ds_C0_DEFAULT_N2048_q8_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,8,5,80,14851.5,19583.0,543.1,5.6,463.7
case356_d1_C0_DEFAULT_N2048_q8_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,8,1,80,14555.4,19623.9,543.3,5.6,464.8
case357_d1_C0_DEFAULT_N2048_q8_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,8,2,80,14551.7,19868.4,543.8,5.6,465.3
case358_d1_C0_DEFAULT_N2048_q8_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,8,3,80,14765.0,19082.7,541.2,5.6,463.7
case359_d1_C0_DEFAULT_N2048_q8_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,8,4,80,14790.8,19452.9,544.3,5.6,465.8
case360_d1_C0_DEFAULT_N2048_q8_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,8,5,80,14697.5,19567.9,543.6,5.6,464.1
case361_comm_C0_DEFAULT_N4096_q2_rep1,COMM_ONLY,RCCL,C0_DEFAULT,4096,2,1,80,2024.2,4021.5,1997.1,-4011.8,0.0
case362_comm_C0_DEFAULT_N4096_q2_rep2,COMM_ONLY,RCCL,C0_DEFAULT,4096,2,2,80,2024.3,4020.2,1995.9,-3021.8,0.0
case363_comm_C0_DEFAULT_N4096_q2_rep3,COMM_ONLY,RCCL,C0_DEFAULT,4096,2,3,80,2022.9,4018.3,1995.5,-4008.0,0.0
case364_comm_C0_DEFAULT_N4096_q2_rep4,COMM_ONLY,RCCL,C0_DEFAULT,4096,2,4,80,2023.6,4022.3,1997.9,-3081.6,0.0
case365_comm_C0_DEFAULT_N4096_q2_rep5,COMM_ONLY,RCCL,C0_DEFAULT,4096,2,5,80,2025.4,4022.5,1996.6,-4008.2,0.0
case366_comm_C2_RING_SIMPLE_CH8_N4096_q2_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,2,1,80,1953.8,3892.5,1938.1,-2937.8,0.0
case367_comm_C2_RING_SIMPLE_CH8_N4096_q2_rep2,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,2,2,80,1954.4,3894.1,1939.8,-2932.0,0.0
case368_comm_C2_RING_SIMPLE_CH8_N4096_q2_rep3,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,2,3,80,1954.4,3894.7,1939.6,-3888.7,0.0
case369_comm_C2_RING_SIMPLE_CH8_N4096_q2_rep4,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,2,4,80,1955.5,3895.1,1939.1,-2951.7,0.0
case370_comm_C2_RING_SIMPLE_CH8_N4096_q2_rep5,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,2,5,80,1955.0,3894.9,1939.3,-3886.7,0.0
case371_gemm_C0_DEFAULT_N4096_q2_rep1,GEMM_ONLY,RCCL,C0_DEFAULT,4096,2,1,80,0.0,0.0,0.0,1725.7,3052.6
case372_gemm_C0_DEFAULT_N4096_q2_rep2,GEMM_ONLY,RCCL,C0_DEFAULT,4096,2,2,80,0.0,0.0,0.0,1762.0,3115.3
case373_gemm_C0_DEFAULT_N4096_q2_rep3,GEMM_ONLY,RCCL,C0_DEFAULT,4096,2,3,80,0.0,0.0,0.0,1607.5,3070.5
case374_gemm_C0_DEFAULT_N4096_q2_rep4,GEMM_ONLY,RCCL,C0_DEFAULT,4096,2,4,80,0.0,0.0,0.0,1671.6,3098.7
case375_gemm_C0_DEFAULT_N4096_q2_rep5,GEMM_ONLY,RCCL,C0_DEFAULT,4096,2,5,80,0.0,0.0,0.0,1721.3,3034.7
case376_r0_C0_DEFAULT_N4096_q2_rep1,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,2,1,80,4063.5,4063.5,,16.3,6761.6
case377_r0_C0_DEFAULT_N4096_q2_rep2,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,2,2,80,4068.2,4068.2,,16.3,6770.2
case378_r0_C0_DEFAULT_N4096_q2_rep3,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,2,3,80,4062.5,4062.5,,16.2,6765.9
case379_r0_C0_DEFAULT_N4096_q2_rep4,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,2,4,80,4062.5,4062.5,,16.2,6767.4
case380_r0_C0_DEFAULT_N4096_q2_rep5,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,2,5,80,4064.9,4064.9,,16.3,6762.9
case381_rs_C0_DEFAULT_N4096_q2_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,2,1,80,2072.3,7546.6,5478.1,10.1,3431.0
case382_rs_C0_DEFAULT_N4096_q2_rep2,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,2,2,80,2073.9,7540.2,5461.7,10.1,3422.9
case383_rs_C0_DEFAULT_N4096_q2_rep3,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,2,3,80,2077.1,7569.3,5487.4,10.1,3434.6
case384_rs_C0_DEFAULT_N4096_q2_rep4,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,2,4,80,2071.6,7560.1,5488.5,10.1,3437.8
case385_rs_C0_DEFAULT_N4096_q2_rep5,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,2,5,80,2072.4,7547.1,5474.6,10.1,3428.3
case386_r1_C0_DEFAULT_N4096_q2_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,2,1,80,2071.8,5120.5,3042.1,313.7,3500.7
case387_r1_C0_DEFAULT_N4096_q2_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,2,2,80,2073.8,5129.1,3052.5,160.9,3479.6
case388_r1_C0_DEFAULT_N4096_q2_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,2,3,80,2079.2,5120.7,3040.2,317.1,3440.7
case389_r1_C0_DEFAULT_N4096_q2_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,2,4,80,2071.0,5124.9,3049.4,317.9,3612.1
case390_r1_C0_DEFAULT_N4096_q2_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,2,5,80,2071.3,5114.1,3043.8,313.3,3524.3
case391_r1_C2_RING_SIMPLE_CH8_N4096_q2_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,2,1,80,2006.4,4286.7,2279.2,562.0,3383.3
case392_r1_C2_RING_SIMPLE_CH8_N4096_q2_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,2,2,80,2006.8,4290.6,2279.2,583.6,3432.9
case393_r1_C2_RING_SIMPLE_CH8_N4096_q2_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,2,3,80,2004.4,4284.1,2277.1,571.0,3425.8
case394_r1_C2_RING_SIMPLE_CH8_N4096_q2_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,2,4,80,2003.4,4286.2,2278.2,518.9,3402.6
case395_r1_C2_RING_SIMPLE_CH8_N4096_q2_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,2,5,80,2007.4,4285.6,2275.2,558.4,3382.9
case396_fc_C0_DEFAULT_N4096_q2_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,2,1,80,11590.7,11590.7,,-11590.7,0.0
case397_fc_C0_DEFAULT_N4096_q2_rep2,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,2,2,80,11599.4,11599.4,,-11599.4,0.0
case398_fc_C0_DEFAULT_N4096_q2_rep3,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,2,3,80,11580.2,11580.2,,-11580.2,0.0
case399_fc_C0_DEFAULT_N4096_q2_rep4,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,2,4,80,11603.6,11603.6,,-11603.6,0.0
case400_fc_C0_DEFAULT_N4096_q2_rep5,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,2,5,80,11595.4,11595.4,,-11595.4,0.0
case401_dc_C0_DEFAULT_N4096_q2_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,2,1,80,5478.6,7488.0,2009.9,-7379.6,0.0
case402_dc_C0_DEFAULT_N4096_q2_rep2,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,2,2,80,5462.2,7479.6,2014.3,-7391.1,0.0
case403_dc_C0_DEFAULT_N4096_q2_rep3,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,2,3,80,5467.8,7476.1,2009.1,-7425.6,0.0
case404_dc_C0_DEFAULT_N4096_q2_rep4,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,2,4,80,5463.0,7472.3,2012.2,-7371.3,0.0
case405_dc_C0_DEFAULT_N4096_q2_rep5,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,2,5,80,5479.1,7484.1,2004.3,-7249.9,0.0
case406_d0_C0_DEFAULT_N4096_q2_rep1,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,1,80,11598.6,11598.6,,16.3,6746.0
case407_d0_C0_DEFAULT_N4096_q2_rep2,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,2,80,11569.7,11569.7,,15.8,6744.7
case408_d0_C0_DEFAULT_N4096_q2_rep3,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,3,80,11589.9,11589.9,,16.2,6761.5
case409_d0_C0_DEFAULT_N4096_q2_rep4,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,4,80,11573.3,11573.3,,16.3,6739.9
case410_d0_C0_DEFAULT_N4096_q2_rep5,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,5,80,11597.1,11597.1,,16.2,6739.4
case411_ds_C0_DEFAULT_N4096_q2_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,1,80,7507.2,11004.8,3498.3,5.6,3435.2
case412_ds_C0_DEFAULT_N4096_q2_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,2,80,7505.1,10991.0,3485.6,5.6,3431.1
case413_ds_C0_DEFAULT_N4096_q2_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,3,80,7505.0,10988.4,3484.4,5.4,3424.2
case414_ds_C0_DEFAULT_N4096_q2_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,4,80,7502.1,11000.8,3494.0,5.6,3430.0
case415_ds_C0_DEFAULT_N4096_q2_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,2,5,80,7503.9,11005.6,3494.8,5.6,3431.5
case416_d1_C0_DEFAULT_N4096_q2_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,2,1,80,7502.0,10995.4,3488.6,5.4,3428.8
case417_d1_C0_DEFAULT_N4096_q2_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,2,2,80,7508.9,11007.6,3499.5,5.6,3436.5
case418_d1_C0_DEFAULT_N4096_q2_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,2,3,80,7507.6,10992.9,3462.9,5.6,3428.4
case419_d1_C0_DEFAULT_N4096_q2_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,2,4,80,7499.7,10976.1,3476.7,5.6,3428.7
case420_d1_C0_DEFAULT_N4096_q2_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,2,5,80,7505.2,10993.0,3482.4,5.6,3425.2
case421_comm_C0_DEFAULT_N4096_q4_rep1,COMM_ONLY,RCCL,C0_DEFAULT,4096,4,1,80,1033.2,4077.1,1014.5,-3058.1,0.0
case422_comm_C0_DEFAULT_N4096_q4_rep2,COMM_ONLY,RCCL,C0_DEFAULT,4096,4,2,80,1034.4,4079.2,1014.3,-2594.5,0.0
case423_comm_C0_DEFAULT_N4096_q4_rep3,COMM_ONLY,RCCL,C0_DEFAULT,4096,4,3,80,1033.1,4075.5,1013.7,-3055.3,0.0
case424_comm_C0_DEFAULT_N4096_q4_rep4,COMM_ONLY,RCCL,C0_DEFAULT,4096,4,4,80,1032.7,4076.1,1014.1,-2566.6,0.0
case425_comm_C0_DEFAULT_N4096_q4_rep5,COMM_ONLY,RCCL,C0_DEFAULT,4096,4,5,80,1033.7,4079.0,1014.7,-3058.8,0.0
case426_comm_C2_RING_SIMPLE_CH8_N4096_q4_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,4,1,80,1010.1,3990.1,992.3,-2986.8,0.0
case427_comm_C2_RING_SIMPLE_CH8_N4096_q4_rep2,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,4,2,80,1011.5,3991.0,991.8,-2539.1,0.0
case428_comm_C2_RING_SIMPLE_CH8_N4096_q4_rep3,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,4,3,80,1009.2,3988.7,991.9,-2560.4,0.0
case429_comm_C2_RING_SIMPLE_CH8_N4096_q4_rep4,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,4,4,80,1017.5,3997.3,993.2,-2525.0,0.0
case430_comm_C2_RING_SIMPLE_CH8_N4096_q4_rep5,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,4,5,80,1007.0,3982.0,991.5,-2986.1,0.0
case431_gemm_C0_DEFAULT_N4096_q4_rep1,GEMM_ONLY,RCCL,C0_DEFAULT,4096,4,1,80,0.0,0.0,0.0,2339.5,1447.6
case432_gemm_C0_DEFAULT_N4096_q4_rep2,GEMM_ONLY,RCCL,C0_DEFAULT,4096,4,2,80,0.0,0.0,0.0,2331.4,1447.0
case433_gemm_C0_DEFAULT_N4096_q4_rep3,GEMM_ONLY,RCCL,C0_DEFAULT,4096,4,3,80,0.0,0.0,0.0,2363.9,1450.4
case434_gemm_C0_DEFAULT_N4096_q4_rep4,GEMM_ONLY,RCCL,C0_DEFAULT,4096,4,4,80,0.0,0.0,0.0,2340.3,1449.8
case435_gemm_C0_DEFAULT_N4096_q4_rep5,GEMM_ONLY,RCCL,C0_DEFAULT,4096,4,5,80,0.0,0.0,0.0,2349.1,1443.8
case436_r0_C0_DEFAULT_N4096_q4_rep1,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,4,1,80,4064.7,4064.7,,16.2,6760.5
case437_r0_C0_DEFAULT_N4096_q4_rep2,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,4,2,80,4070.8,4070.8,,16.2,6764.1
case438_r0_C0_DEFAULT_N4096_q4_rep3,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,4,3,80,4073.5,4073.5,,16.3,6750.8
case439_r0_C0_DEFAULT_N4096_q4_rep4,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,4,4,80,4060.9,4060.9,,16.2,6763.8
case440_r0_C0_DEFAULT_N4096_q4_rep5,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,4,5,80,4066.0,4066.0,,16.3,6751.0
case441_rs_C0_DEFAULT_N4096_q4_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,4,1,80,1067.9,8375.9,2435.4,10.2,1388.0
case442_rs_C0_DEFAULT_N4096_q4_rep2,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,4,2,80,1064.7,8370.5,2433.2,10.4,1386.7
case443_rs_C0_DEFAULT_N4096_q4_rep3,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,4,3,80,1065.7,8370.4,2432.3,10.2,1386.9
case444_rs_C0_DEFAULT_N4096_q4_rep4,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,4,4,80,1069.7,8375.2,2433.0,10.2,1387.6
case445_rs_C0_DEFAULT_N4096_q4_rep5,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,4,5,80,1067.9,8372.7,2432.9,10.2,1387.3
case446_r1_C0_DEFAULT_N4096_q4_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,4,1,80,1065.9,5094.3,1342.9,1264.4,1705.7
case447_r1_C0_DEFAULT_N4096_q4_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,4,2,80,1066.1,5099.4,1340.8,1272.5,1933.7
case448_r1_C0_DEFAULT_N4096_q4_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,4,3,80,1061.9,5067.4,1340.2,1253.3,1851.2
case449_r1_C0_DEFAULT_N4096_q4_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,4,4,80,1064.6,5087.7,1336.4,1263.3,1936.9
case450_r1_C0_DEFAULT_N4096_q4_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,4,5,80,1060.5,5082.4,1342.7,1277.6,1931.4
case451_r1_C2_RING_SIMPLE_CH8_N4096_q4_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,4,1,80,1036.8,4338.4,1128.4,1689.6,1660.8
case452_r1_C2_RING_SIMPLE_CH8_N4096_q4_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,4,2,80,1036.5,4337.8,1129.4,2102.0,1848.8
case453_r1_C2_RING_SIMPLE_CH8_N4096_q4_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,4,3,80,1041.4,4340.3,1127.4,1743.6,1655.7
case454_r1_C2_RING_SIMPLE_CH8_N4096_q4_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,4,4,80,1038.3,4338.1,1128.5,1694.6,1845.9
