case_id,path,family,candidate,M_local,N,K,q,rep,iterations,iteration_failures,status,t_release_first_max_us_p50,t_release_first_max_us_p05,t_release_first_max_us_p95,t_release_last_max_us_p50,t_release_last_max_us_p05,t_release_last_max_us_p95,t_done_max_us_p50,t_done_max_us_p05,t_done_max_us_p95,gemm_first_start_max_us_p50,gemm_first_start_max_us_p05,gemm_first_start_max_us_p95,gemm_last_end_max_us_p50,gemm_last_end_max_us_p05,gemm_last_end_max_us_p95,gemm_interval_max_us_p50,gemm_interval_max_us_p05,gemm_interval_max_us_p95,e2e_max_us_p50,e2e_max_us_p05,e2e_max_us_p95
case020_r0_C0_DEFAULT_N512_q2_rep5,R0_FULL_SERIAL,RCCL,C0_DEFAULT,2048,512,2048,2,5,80,0,PASS,4053.924,4023.750,4080.730,4053.924,4023.750,4080.730,4059.766,4029.514,4086.812,4069.689,4039.597,4097.215,5094.871,5058.777,5131.278,1027.745,1020.143,1075.678,5100.313,5064.376,5136.720
case021_rs_C0_DEFAULT_N512_q2_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,512,2048,2,1,80,0,PASS,2064.195,2055.631,2075.480,4670.552,4658.387,4702.726,4676.954,4664.789,4708.809,2074.360,2065.235,2091.328,5225.602,5204.069,5270.177,3161.082,3141.874,3183.172,5230.965,5209.511,5275.780
case022_rs_C0_DEFAULT_N512_q2_rep2,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,512,2048,2,2,80,0,PASS,2063.890,2055.090,2087.097,4673.765,4651.188,4707.994,4680.242,4657.589,4714.555,2073.891,2065.491,2096.538,5227.328,5205.480,5272.532,3156.957,3135.848,3182.243,5232.929,5210.921,5277.973
case023_rs_C0_DEFAULT_N512_q2_rep3,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,512,2048,2,3,80,0,PASS,2063.644,2052.845,2095.562,4673.017,4653.978,4709.335,4679.577,4660.058,4715.574,2073.644,2063.084,2105.961,5229.466,5200.828,5266.744,3163.345,3140.150,3192.939,5234.905,5206.267,5272.183
case024_rs_C0_DEFAULT_N512_q2_rep4,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,512,2048,2,4,80,0,PASS,2061.644,2054.445,2076.203,4670.697,4652.539,4695.576,4677.417,4658.459,4701.976,2072.124,2064.364,2086.763,5221.628,5203.548,5254.104,3157.186,3139.664,3180.940,5227.067,5209.148,5259.544
case025_rs_C0_DEFAULT_N512_q2_rep5,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,512,2048,2,5,80,0,PASS,2059.164,2051.404,2066.923,4666.938,4643.259,4691.736,4673.498,4649.659,4698.296,2069.324,2061.804,2077.324,5223.466,5193.469,5254.425,3157.503,3135.184,3181.747,5228.986,5199.068,5259.705
case026_r1_C0_DEFAULT_N512_q2_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,512,2048,2,1,80,0,PASS,2061.804,2054.925,2069.644,4224.163,4205.364,4246.961,4230.642,4211.763,4253.201,2072.843,2065.004,2081.163,4778.371,4758.932,4799.891,2711.048,2693.289,2729.451,4783.971,4764.372,4805.330
case027_r1_C0_DEFAULT_N512_q2_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,512,2048,2,2,80,0,PASS,2062.204,2053.325,2144.199,4223.763,4207.284,4341.037,4230.403,4213.843,4347.596,2072.923,2064.364,2155.239,4775.732,4755.893,4898.126,2710.009,2690.248,2752.165,4781.172,4761.493,4903.725
case028_r1_C0_DEFAULT_N512_q2_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,512,2048,2,3,80,0,PASS,2062.845,2054.125,2077.003,4225.683,4207.123,4256.721,4232.163,4213.523,4262.640,2073.884,2064.524,2087.723,4778.292,4757.013,4832.851,2710.090,2694.089,2766.724,4783.811,4762.613,4838.290
case029_r1_C0_DEFAULT_N512_q2_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,512,2048,2,4,80,0,PASS,2061.084,2052.364,2069.644,4220.323,4201.845,4245.042,4226.723,4208.404,4251.441,2071.724,2062.923,2081.003,4774.856,4752.694,4807.090,2708.091,2690.569,2732.006,4780.376,4758.453,4812.530
case030_r1_C0_DEFAULT_N512_q2_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,512,2048,2,5,80,0,PASS,2060.524,2053.485,2079.244,4223.923,4206.964,4254.481,4230.322,4213.043,4261.040,2071.324,2064.044,2089.643,4779.011,4754.781,4812.370,2710.328,2693.929,2733.606,4784.531,4760.381,4817.970
case031_r1_C2_RING_SIMPLE_CH8_N512_q2_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,512,2048,2,1,80,0,PASS,2002.367,1995.568,2014.771,3973.697,3963.618,3983.776,3980.096,3970.178,3990.176,2013.247,2005.967,2024.846,4528.945,4513.506,4550.463,2519.541,2508.659,2539.218,4534.466,4519.266,4556.063
case032_r1_C2_RING_SIMPLE_CH8_N512_q2_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,512,2048,2,2,80,0,PASS,2004.168,1996.257,2017.532,3973.070,3963.101,3997.785,3979.550,3969.500,4004.345,2015.059,2006.817,2027.771,4528.506,4512.356,4565.606,2517.680,2508.880,2562.159,4534.021,4517.636,4571.206
case033_r1_C2_RING_SIMPLE_CH8_N512_q2_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,512,2048,2,3,80,0,PASS,2005.787,1999.550,2033.792,3976.207,3966.921,4084.868,3982.613,3973.482,4091.268,2017.227,2010.266,2045.473,4533.058,4518.333,4680.119,2520.797,2506.635,2642.169,4538.578,4523.774,4685.720
case034_r1_C2_RING_SIMPLE_CH8_N512_q2_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,512,2048,2,4,80,0,PASS,2003.967,1997.329,2024.046,3976.096,3964.257,4019.294,3982.416,3970.177,4025.694,2014.766,2007.887,2034.446,4531.506,4511.427,4581.024,2522.021,2506.419,2545.617,4537.026,4517.026,4586.463
case035_r1_C2_RING_SIMPLE_CH8_N512_q2_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,512,2048,2,5,80,0,PASS,2004.287,1997.328,2059.403,3975.617,3965.377,4071.770,3981.936,3971.457,4078.330,2015.087,2008.047,2070.923,4531.186,4514.466,4632.379,2522.581,2508.184,2561.456,4536.626,4519.906,4637.818
case036_fc_C0_DEFAULT_N512_q2_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,512,2048,2,1,80,0,PASS,11541.273,11351.841,11777.420,11541.273,11351.841,11777.420,11531.273,11341.761,11767.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11546.873,11357.440,11783.020
case037_fc_C0_DEFAULT_N512_q2_rep2,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,512,2048,2,2,80,0,PASS,11511.272,11391.361,11774.880,11511.272,11391.361,11774.880,11501.113,11380.480,11764.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11516.792,11396.960,11780.319
case038_fc_C0_DEFAULT_N512_q2_rep3,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,2048,512,2048,2,3,80,0,PASS,11537.122,11368.643,11706.701,11537.122,11368.643,11706.701,11526.723,11358.560,11696.462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11542.803,11374.083,11712.301
