case_id,path,family,candidate,M_local,N,K,q,rep,iterations,iteration_failures,status,t_release_first_max_us_p50,t_release_first_max_us_p05,t_release_first_max_us_p95,t_release_last_max_us_p50,t_release_last_max_us_p05,t_release_last_max_us_p95,t_done_max_us_p50,t_done_max_us_p05,t_done_max_us_p95,gemm_first_start_max_us_p50,gemm_first_start_max_us_p05,gemm_first_start_max_us_p95,gemm_last_end_max_us_p50,gemm_last_end_max_us_p05,gemm_last_end_max_us_p95,gemm_interval_max_us_p50,gemm_interval_max_us_p05,gemm_interval_max_us_p95,e2e_max_us_p50,e2e_max_us_p05,e2e_max_us_p95
case040_d1_C0_DEFAULT_N512_q8_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,512,2048,8,5,80,0,PASS,1070.899,1066.342,10498.948,16786.496,9132.447,24841.645,17239.046,9645.875,25141.469,1076.499,1071.942,10504.547,17038.560,9380.433,25087.869,15328.673,8440.005,18354.328,17239.526,9645.715,25142.588
case041_d1w_C0_DEFAULT_N512_q8_rep1,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,512,2048,8,1,80,0,PASS,1070.902,1067.300,12345.388,17473.338,9094.051,26171.975,17940.590,9923.762,26474.996,1096.179,1087.938,12355.946,17727.643,9339.476,26417.721,16379.718,8232.017,17926.992,17942.429,9926.321,26473.877
case042_d1w_C0_DEFAULT_N512_q8_rep2,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,512,2048,8,2,80,0,PASS,1070.581,1066.341,10172.246,17393.996,9437.247,26487.309,17802.870,12866.636,26806.809,1092.419,1087.781,10192.725,17647.822,9687.793,26744.252,16203.743,8558.734,18097.059,17803.414,12867.755,26807.928
case043_d1w_C0_DEFAULT_N512_q8_rep3,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,512,2048,8,3,80,0,PASS,1071.701,1066.342,11832.156,17499.991,9420.606,25257.824,17853.158,12854.638,25549.328,1093.939,1086.821,11842.075,17759.431,9663.313,25500.211,16329.320,8501.297,19270.117,17853.237,12855.758,25548.049
case044_d1w_C0_DEFAULT_N512_q8_rep4,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,512,2048,8,4,80,0,PASS,1071.702,1067.782,13522.625,17760.456,9147.326,25116.508,18110.823,11713.742,25812.469,1095.460,1088.419,13910.579,18025.324,9418.352,25365.295,16394.292,8330.572,18591.594,18111.862,11715.662,25813.750
case045_d1w_C0_DEFAULT_N512_q8_rep5,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,512,2048,8,5,80,0,PASS,1071.131,1067.046,10489.375,17379.035,9295.860,25116.469,17716.414,12907.372,25407.273,1092.092,1087.363,10499.618,17626.310,9540.892,25362.459,16565.863,8367.598,18233.068,17718.455,12906.091,25408.557
case046_ds_C0_DEFAULT_N2048_q2_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,1,80,0,PASS,3917.578,3904.772,3928.630,8681.851,8627.986,8716.984,10196.843,10136.656,10251.268,3923.020,3910.214,3935.346,10128.333,10068.785,10182.115,6207.884,6149.128,6263.738,10197.803,10138.577,10252.227
case047_ds_C0_DEFAULT_N2048_q2_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,2,80,0,PASS,3919.211,3906.179,3963.442,8683.229,8633.215,8870.140,10192.398,10136.011,10386.872,3924.653,3911.780,3968.882,10126.157,10069.287,10311.508,6203.977,6147.930,6281.989,10193.439,10138.058,10388.152
case048_ds_C0_DEFAULT_N2048_q2_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,3,80,0,PASS,3917.383,3906.667,4052.413,8707.351,8664.153,9667.778,10220.324,10177.188,11437.918,3923.863,3913.387,4057.852,10149.847,10109.513,11108.977,6229.575,6163.184,6269.568,10224.636,10178.148,11438.878
case049_ds_C0_DEFAULT_N2048_q2_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,4,80,0,PASS,3919.227,3911.940,3941.219,8713.278,8680.646,8759.202,10224.865,10185.668,10321.838,3925.383,3917.540,3947.939,10154.319,10118.472,10227.602,6230.216,6190.212,6301.416,10226.475,10186.948,10324.397
