case_id,path,family,candidate,N,q,rep,iterations,release_first_med_us,release_last_med_us,release_pacing_med_us,release_to_gemm_delay_med_us,gemm_dur_med_us
case145_d1_C0_DEFAULT_N2048_q16_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,5,80,656.6,22250.8,715.6,5.6,244.4
case146_d1w_C0_DEFAULT_N2048_q16_rep1,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,1,80,604.3,24253.9,729.7,20.0,233.7
case147_d1w_C0_DEFAULT_N2048_q16_rep2,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,2,80,632.4,23593.9,726.5,20.2,232.0
case148_d1w_C0_DEFAULT_N2048_q16_rep3,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,3,80,610.6,21470.8,720.8,19.8,232.2
case149_d1w_C0_DEFAULT_N2048_q16_rep4,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,4,80,632.0,23167.9,718.4,20.2,233.1
case150_d1w_C0_DEFAULT_N2048_q16_rep5,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,5,80,605.8,22187.2,715.4,19.5,231.5
case151_comm_C0_DEFAULT_N4096_q16_rep1,COMM_ONLY,RCCL,C0_DEFAULT,4096,16,1,80,320.8,4560.9,282.8,-2576.0,0.0
case152_comm_C0_DEFAULT_N4096_q16_rep2,COMM_ONLY,RCCL,C0_DEFAULT,4096,16,2,80,308.5,4557.3,283.0,-2449.2,0.0
case153_comm_C0_DEFAULT_N4096_q16_rep3,COMM_ONLY,RCCL,C0_DEFAULT,4096,16,3,80,308.9,4555.3,282.9,-2506.5,0.0
case154_comm_C0_DEFAULT_N4096_q16_rep4,COMM_ONLY,RCCL,C0_DEFAULT,4096,16,4,80,317.2,4555.3,282.5,-2569.5,0.0
case155_comm_C0_DEFAULT_N4096_q16_rep5,COMM_ONLY,RCCL,C0_DEFAULT,4096,16,5,80,318.5,4557.3,282.5,-2569.2,0.0
case156_comm_C2_RING_SIMPLE_CH8_N4096_q16_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,16,1,80,300.5,4518.0,280.8,-2543.2,0.0
case157_comm_C2_RING_SIMPLE_CH8_N4096_q16_rep2,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,16,2,80,310.4,4517.8,280.5,-2545.3,0.0
case158_comm_C2_RING_SIMPLE_CH8_N4096_q16_rep3,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,16,3,80,310.9,4520.9,280.6,-2418.2,0.0
case159_comm_C2_RING_SIMPLE_CH8_N4096_q16_rep4,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,16,4,80,307.6,4514.1,280.5,-2546.2,0.0
case160_comm_C2_RING_SIMPLE_CH8_N4096_q16_rep5,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,16,5,80,310.0,4517.8,280.5,-2546.7,0.0
case161_r1_C0_DEFAULT_N4096_q16_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,16,1,80,331.8,5852.2,330.5,1846.9,536.6
case162_r1_C0_DEFAULT_N4096_q16_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,16,2,80,333.6,5831.7,331.0,1778.8,534.9
case163_r1_C0_DEFAULT_N4096_q16_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,16,3,80,335.2,5850.2,331.0,1798.8,537.5
case164_r1_C0_DEFAULT_N4096_q16_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,16,4,80,331.4,5863.2,331.2,1815.7,540.2
case165_r1_C0_DEFAULT_N4096_q16_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,16,5,80,336.0,5849.1,330.4,1798.9,532.4
case166_r1_C2_RING_SIMPLE_CH8_N4096_q16_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,16,1,80,327.3,5012.8,312.1,2301.2,489.1
case167_r1_C2_RING_SIMPLE_CH8_N4096_q16_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,16,2,80,329.0,5013.8,311.3,2303.2,484.8
case168_r1_C2_RING_SIMPLE_CH8_N4096_q16_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,16,3,80,330.5,5020.4,313.2,2299.6,489.2
case169_r1_C2_RING_SIMPLE_CH8_N4096_q16_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,16,4,80,327.3,5012.0,311.7,2313.9,485.8
case170_r1_C2_RING_SIMPLE_CH8_N4096_q16_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,16,5,80,326.8,5015.2,311.5,2304.1,488.4
