candidate,N,q,isolated_winner_path,isolated_runner_up,isolated_gap_pct,e2e_winner_path,e2e_runner_up,e2e_gap_pct,isolated_winner_family,e2e_winner_family,isolated_best_us,e2e_best_us,reversal_flag,notes
C0_DEFAULT,4096,16,COMM_ONLY,,,R1_EVENT_OVERLAP,,,RCCL,RCCL,4562.704,8853.051,CONSISTENT,
C2_RING_SIMPLE_CH8,4096,16,COMM_ONLY,,,R1_EVENT_OVERLAP,,,RCCL,RCCL,4523.346,8911.101,CONSISTENT,
