case_id,phase,repetition,shape_id,m_local,n,k,q,path,candidate,status,sample_count,pass_count,raw_global_csv,e2e_p05,e2e_p50,e2e_p95,e2e_mean,e2e_std,e2e_cv,done_p05,done_p50,done_p95,release_first_p50,release_last_p50,gemm_interval_p50
phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT,phase2_h0,1,S03_CONFIRM,2048,2048,2048,2,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,5317.558050,5342.021500,5363.619850,5373.502025,273.061666,5.081633,4150.095000,4166.166500,4191.412100,2036.605500,4159.687000,3297.575500
phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4,phase2_h0,1,S03_CONFIRM,2048,2048,2048,2,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5319.149950,5339.300500,5403.088400,5408.632013,351.432422,6.497621,4147.574950,4166.646000,4203.740850,2036.845500,4160.326500,3296.697500
phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8,phase2_h0,1,S03_CONFIRM,2048,2048,2048,2,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5129.179000,5147.324000,5210.439450,5210.710100,367.498848,7.052759,3959.916900,3971.922000,4000.078900,2001.367500,3965.519000,3138.515000
phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT,phase2_h0,1,S03_CONFIRM,2048,2048,2048,8,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,5154.880350,5167.710500,5269.688850,5255.616187,422.633298,8.041556,4476.604050,4491.508500,4598.837900,563.888500,4485.349500,4598.062000
phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4,phase2_h0,1,S03_CONFIRM,2048,2048,2048,8,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5165.221150,5185.790000,5205.676000,5186.899375,21.101959,0.406832,4487.900050,4506.227500,4524.506050,577.567500,4500.228000,4605.182000
phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8,phase2_h0,1,S03_CONFIRM,2048,2048,2048,8,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5526.754300,5541.994500,5579.165150,5633.062988,471.209803,8.365073,4374.164550,4386.713000,4413.397000,561.366000,4380.773500,4973.030000
phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT,phase2_h0,2,S03_CONFIRM,2048,2048,2048,2,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,5318.846000,5336.739500,5372.522500,5371.925963,280.983579,5.230593,4146.752000,4162.806500,4193.460450,2035.886000,4156.646500,3295.015000
phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4,phase2_h0,2,S03_CONFIRM,2048,2048,2048,2,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5315.374450,5345.460000,5397.472000,5379.285138,271.608426,5.049155,4149.335050,4171.524500,4202.443950,2040.286000,4165.046000,3299.737500
phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8,phase2_h0,2,S03_CONFIRM,2048,2048,2048,2,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5131.308900,5147.323500,5181.563300,5228.986600,411.012956,7.860279,3961.421050,3971.681500,3989.137250,2003.048500,3965.680000,3138.115000
phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT,phase2_h0,2,S03_CONFIRM,2048,2048,2048,8,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,5153.648000,5166.033500,5193.452000,5234.477700,405.318809,7.743252,4478.909300,4488.388500,4518.154000,560.608500,4482.312500,4597.742000
phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4,phase2_h0,2,S03_CONFIRM,2048,2048,2048,8,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5157.750950,5172.590000,5199.588950,5203.169375,249.789873,4.800725,4482.492400,4495.508000,4513.491850,563.408500,4489.428000,4601.023000
phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8,phase2_h0,2,S03_CONFIRM,2048,2048,2048,8,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5529.284950,5542.699000,5566.542000,5575.774475,286.163001,5.132256,4377.926000,4388.267000,4407.627050,560.809000,4382.184500,4973.486000
phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT,phase2_h0,3,S03_CONFIRM,2048,2048,2048,2,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,5321.621500,5341.059500,5391.288750,5389.497788,272.688786,5.059633,4150.911050,4166.725500,4221.162750,2036.925500,4160.166000,3295.815000
phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4,phase2_h0,3,S03_CONFIRM,2048,2048,2048,2,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5324.893000,5344.180000,5431.592000,5386.759125,244.678364,4.542218,4154.127900,4171.445500,4266.111600,2040.125000,4165.126500,3300.617500
phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8,phase2_h0,3,S03_CONFIRM,2048,2048,2048,2,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5125.840100,5148.427500,5196.298700,5202.518963,294.484237,5.660416,3958.757750,3970.674000,4014.826000,2000.059500,3964.359500,3140.607500
phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT,phase2_h0,3,S03_CONFIRM,2048,2048,2048,8,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,5148.911000,5166.674500,5185.764950,5203.037000,260.908265,5.014538,4476.070900,4488.868500,4506.810950,561.408500,4482.869500,4598.066000
phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4,phase2_h0,3,S03_CONFIRM,2048,2048,2048,8,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5156.991500,5169.310000,5188.381950,5173.549650,35.721017,0.690455,4481.771650,4490.632000,4502.892950,563.648500,4484.632500,4595.743500
phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8,phase2_h0,3,S03_CONFIRM,2048,2048,2048,8,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5522.464300,5537.037500,5559.943450,5591.746038,338.487377,6.053340,4371.666300,4383.699500,4399.448650,560.995500,4377.905500,4972.592500
phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT,phase2_h0,4,S03_CONFIRM,2048,2048,2048,2,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,5318.038000,5338.505000,5366.739050,5338.670713,15.284355,0.286295,4149.789200,4164.007000,4183.989900,2036.845500,4158.166500,3296.218000
phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4,phase2_h0,4,S03_CONFIRM,2048,2048,2048,2,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5317.238400,5336.100000,5357.915950,5337.129813,12.243915,0.229410,4148.198950,4163.446500,4184.421000,2035.725000,4157.286500,3295.495000
phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8,phase2_h0,4,S03_CONFIRM,2048,2048,2048,2,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5131.208050,5148.030000,5175.653050,5210.891588,394.631480,7.573205,3958.249950,3973.297000,3994.823000,2005.567500,3967.057000,3136.387000
phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT,phase2_h0,4,S03_CONFIRM,2048,2048,2048,8,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,5155.519100,5166.831500,5222.890100,5203.853725,250.899682,4.821421,4479.020150,4491.108000,4544.866000,560.528000,4485.187500,4599.026000
phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4,phase2_h0,4,S03_CONFIRM,2048,2048,2048,8,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5154.735050,5170.190000,5189.493000,5197.077288,238.743165,4.593797,4477.661900,4491.909000,4510.939950,565.408000,4485.909000,4598.863000
phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8,phase2_h0,4,S03_CONFIRM,2048,2048,2048,8,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5519.211500,5531.768500,5555.097000,5559.491563,241.612473,4.345945,4368.691050,4376.154000,4391.001950,556.128000,4370.154500,4965.490000
phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT,phase2_h0,5,S03_CONFIRM,2048,2048,2048,2,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,5313.118600,5337.940500,5393.337950,5400.720575,338.603721,6.269603,4145.840350,4158.487000,4191.796050,2036.445500,4152.087500,3294.935000
phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4,phase2_h0,5,S03_CONFIRM,2048,2048,2048,2,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5319.346450,5343.254000,5384.414550,5396.733412,330.177836,6.118105,4151.626500,4167.315000,4199.079350,2039.286500,4161.234500,3300.394500
phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8,phase2_h0,5,S03_CONFIRM,2048,2048,2048,2,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5129.303050,5144.992000,5255.153000,5207.809225,339.918994,6.527101,3958.009100,3972.817000,4038.645750,2006.047500,3966.417500,3139.267000
phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT,phase2_h0,5,S03_CONFIRM,2048,2048,2048,8,h0,C0_DEFAULT,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,5157.152900,5171.469500,5190.901000,5200.770938,247.570461,4.760265,4485.460150,4493.508500,4512.715050,568.448000,4487.588000,4599.826000
phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4,phase2_h0,5,S03_CONFIRM,2048,2048,2048,8,h0,C1_RING_SIMPLE_CH4,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5150.574050,5165.070000,5191.588150,5218.948387,337.048208,6.458163,4476.653350,4486.228000,4518.506100,560.928000,4480.308500,4593.903500
phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8,phase2_h0,5,S03_CONFIRM,2048,2048,2048,8,h0,C2_RING_SIMPLE_CH8,0,80,80,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5524.002050,5534.329000,5602.805050,5614.412350,390.357151,6.952770,4370.731050,4380.874000,4445.054000,556.929000,4374.954500,4968.921000
