path,candidate,M,N,K,q,sample_count,pass_count,fail_count,e2e_mean_us,e2e_p50_us,e2e_p05_us,e2e_p95_us,e2e_std_us,e2e_cv_percent,t_done_mean_us,release_first_mean_us,release_last_mean_us,gemm_interval_mean_us,gemm_tflops_mean,notes
H0_EVENT_OVERLAP,C0_DEFAULT,128,128,128,1,5,5,0,151.319400,150.231000,142.136000,162.391000,9.360143,6.185686,148.503200,85.371600,85.371600,46.109400,0.189400,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,128,128,128,2,5,5,0,258.866800,263.957000,240.970800,275.130000,15.246455,5.889691,255.505600,79.107200,208.380600,156.741600,0.053600,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,128,2048,1,150,150,0,4382.992693,4347.116000,4317.341450,4395.143900,276.301758,6.303952,4054.728340,4048.512120,4048.512120,324.806433,13.243140,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,128,2048,2,150,150,0,4229.133307,4209.923000,4196.637100,4228.810450,212.545974,5.025757,4080.767213,2037.879253,4074.578827,2178.721233,1.979893,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,128,2048,4,150,150,0,4356.656560,4313.188500,4300.556900,4326.960050,306.656978,7.038815,4211.271400,1041.183000,4204.995340,3302.564173,1.307327,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,128,2048,8,150,150,0,4547.571933,4498.868000,4489.510250,4530.712900,323.221911,7.107571,4458.880513,572.468407,4452.464913,3968.937120,1.085220,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,2048,2048,1,150,150,0,6413.037493,6379.492500,6348.641600,6421.175450,270.087122,4.211532,4034.142833,4027.839980,4027.839980,2382.477287,28.931940,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,2048,2048,2,150,150,0,5384.112027,5340.669000,5318.296100,5367.870000,302.590776,5.620068,4208.689220,2080.500687,4202.399707,3297.407360,20.840827,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,2048,2048,4,150,150,0,4868.714420,4853.167000,4840.527350,4873.343000,179.445721,3.685690,4156.399493,1045.056427,4150.262307,3811.613247,18.054233,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,2048,2048,8,150,150,0,5204.655167,5171.470000,5154.586050,5215.108000,250.648870,4.815859,4526.659720,568.572880,4520.742167,4629.987193,14.871920,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,512,2048,1,150,150,0,5022.102653,4900.284000,4845.615550,5182.872950,371.234866,7.392021,4127.256593,4120.941247,4120.941247,890.982900,19.772967,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,512,2048,2,150,150,0,4449.743780,4434.630000,4419.664000,4448.638000,189.888955,4.267413,4075.881087,2051.152047,4069.708580,2386.059107,7.200333,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,512,2048,4,150,150,0,4311.733513,4295.518000,4286.959450,4313.622550,178.420148,4.138014,4114.370247,1043.768660,4107.764887,3255.341220,5.286993,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C0_DEFAULT,2048,512,2048,8,150,150,0,4602.861267,4553.505000,4543.022400,4601.529850,315.194781,6.847801,4394.167660,553.135033,4387.479007,4040.296207,4.269020,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,128,2048,1,150,150,0,4362.490647,4345.106500,4316.993950,4382.093400,183.719021,4.211333,4032.514507,4026.285467,4026.285467,325.772453,13.206760,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,128,2048,2,150,150,0,4228.294787,4210.643500,4193.564450,4230.957000,209.051113,4.944100,4079.874140,2054.153693,4073.700680,2161.662427,1.986947,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,128,2048,4,150,150,0,4381.227187,4321.197500,4310.232450,4335.789000,362.583823,8.275851,4236.165680,1060.608307,4229.894007,3311.588347,1.304160,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,128,2048,8,150,150,0,4559.602147,4499.747500,4483.397000,4531.772300,352.265564,7.725796,4456.922013,552.765947,4450.489293,3997.087487,1.080027,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,2048,2048,1,150,150,0,6421.129247,6382.201500,6350.963450,6529.850000,249.753276,3.889554,4057.833547,4051.553233,4051.553260,2366.092807,29.044013,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,2048,2048,2,150,150,0,5374.213887,5341.540000,5316.165550,5376.138900,277.039030,5.154968,4184.658260,2055.555033,4178.352467,3312.353660,20.786693,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,2048,2048,4,150,150,0,4887.070947,4852.528500,4841.384000,4879.550550,274.031776,5.607281,4174.862320,1078.557013,4168.684540,3812.195627,18.052433,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,2048,2048,8,150,150,0,5221.816853,5174.270000,5157.862450,5194.237000,331.175676,6.342154,4544.427427,568.641133,4538.510940,4648.848580,14.832107,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,512,2048,1,150,150,0,4940.439920,4879.564500,4847.432450,4933.224100,366.884218,7.426145,4074.483940,4068.223447,4068.223447,863.576780,19.903893,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,512,2048,2,150,150,0,4461.489800,4432.459500,4416.519000,4450.390900,249.425272,5.590627,4087.597887,2049.090140,4081.351833,2399.555433,7.179553,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,512,2048,4,150,150,0,4330.321147,4296.478500,4288.310550,4496.676450,194.276911,4.486432,4133.044733,1049.945287,4126.525653,3267.435867,5.268887,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C1_RING_SIMPLE_CH4,2048,512,2048,8,150,150,0,4609.212367,4561.184500,4547.977550,4711.592450,249.246632,5.407575,4401.071473,573.641493,4394.394540,4028.468933,4.270147,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,128,2048,1,150,150,0,4302.190480,4280.319500,4254.145000,4344.644000,201.414956,4.681684,3973.449520,3967.267473,3967.267473,323.799540,13.278427,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,128,2048,2,150,150,0,4151.790727,4114.489000,4103.769900,4173.678450,256.810761,6.185542,4003.508920,2019.844107,3997.333280,2120.604680,2.032707,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,128,2048,4,150,150,0,4226.022807,4223.123000,4214.380450,4240.098000,27.309959,0.646233,4080.014847,1034.688653,4073.661047,3183.793280,1.349080,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,128,2048,8,150,150,0,4441.183707,4419.083500,4409.680450,4441.394300,191.571658,4.313527,4352.379200,553.599360,4345.716827,3883.322293,1.107767,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,2048,2048,1,150,150,0,6364.043727,6313.566000,6284.894000,6564.853150,197.747140,3.107256,3989.076440,3982.731220,3982.731220,2380.591353,28.953260,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,2048,2048,2,150,150,0,5206.929727,5146.816500,5128.359150,5279.778100,321.074066,6.166284,4000.767500,2021.657800,3994.463800,3180.935087,21.701467,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,2048,2048,4,150,150,0,4883.546660,4842.938500,4834.112550,4862.876950,283.670413,5.808697,4085.439487,1031.823073,4079.866653,3839.791827,17.959893,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,2048,2048,8,150,150,0,5599.330820,5541.455000,5523.758500,5560.433450,355.782481,6.354018,4432.620333,563.799760,4426.756133,5029.407773,13.710667,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,512,2048,1,150,150,0,4833.728507,4811.009000,4787.403450,4873.942400,189.672877,3.923946,3968.972787,3962.708380,3962.708380,860.846593,19.963667,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,512,2048,2,150,150,0,4361.329933,4343.517000,4330.821550,4381.554550,173.421058,3.976334,3987.389293,2018.020240,3981.119747,2331.844340,7.368220,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,512,2048,4,150,150,0,4369.486120,4339.037500,4330.373000,4363.539000,248.641830,5.690414,4090.967293,1046.165300,4085.319573,3311.545860,5.197007,raw global samples aggregated; synthetic Phase-1 shapes only
H0_EVENT_OVERLAP,C2_RING_SIMPLE_CH8,2048,512,2048,8,150,150,0,4621.250673,4569.663500,4530.469150,4642.260000,324.017819,7.011475,4390.150967,578.150320,4382.328453,4031.997487,4.267827,raw global samples aggregated; synthetic Phase-1 shapes only
