case_id,phase,repetition,ranks,shape_id,m_local,n,k,q,path,candidate,status,sample_count,pass_count,raw_global_csv,e2e_p05,e2e_p50,e2e_p95,e2e_mean,e2e_std,e2e_cv,done_p05,done_p50,done_p95,release_first_p50,release_last_p50,gemm_interval_p50,release_window_ratio_p50,release_span_ratio_p50
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,6355.358050,6388.090500,6420.523200,6388.667680,24.222172,0.379143,3998.446250,4026.080000,4070.775850,4019.756500,4019.756500,2362.081000,0.154863,0.000000
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,6293.214000,6327.484500,6445.374800,6382.727540,334.905476,5.247059,3935.563100,3962.898000,4023.406550,3956.498000,3956.498000,2366.188500,0.157652,0.000000
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C0_DEFAULT,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,1,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C0_DEFAULT/raw_global_samples.csv,6356.322250,6389.736500,6442.354300,6391.142940,28.969508,0.453276,3991.619050,4021.086500,4078.039550,4014.605500,4014.605500,2369.453000,0.158534,0.000000
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,1,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,6353.952500,6380.847500,6573.912000,6492.259560,424.158921,6.533302,3986.250600,4015.935000,4223.786550,4009.775000,4009.775000,2365.067000,0.156390,0.000000
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,1,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,6287.165500,6474.516500,6585.833850,6471.619400,317.164410,4.900851,3930.555000,4104.650500,4229.301600,4098.250500,4098.250500,2364.431000,0.155337,0.000000
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C0_DEFAULT,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,2,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C0_DEFAULT/raw_global_samples.csv,6395.030950,6414.120000,6442.941000,6504.102320,437.912963,6.732873,5232.458550,5251.145500,5274.432550,2042.605500,5245.065500,4364.395000,61.121409,61.002432
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,2,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,6393.504550,6417.799000,6456.629100,6467.912000,330.109587,5.103805,5228.122000,5253.465000,5290.174450,2041.885500,5246.985500,4366.078500,61.121617,61.003304
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,2,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,6321.772550,6340.523500,6367.874550,6344.482220,20.312261,0.320156,5156.870350,5177.708000,5194.756550,2002.368000,5171.628500,4328.877000,61.339033,61.216539
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,2,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,5319.777050,5337.624500,5360.226900,5416.507460,396.668674,7.323329,4149.438000,4162.966500,4186.164550,2035.566000,4156.167000,3293.097000,51.050533,50.898966
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,2,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5323.670450,5340.581000,5379.219450,5392.117740,352.456043,6.536505,4148.487650,4168.006500,4204.748450,2037.645500,4161.526000,3294.457500,51.105912,50.954735
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,2,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5132.726900,5151.710500,5685.456650,5250.099140,386.977983,7.370870,3962.521650,3976.256500,4320.437350,2006.287500,3969.856500,3141.584000,49.552925,49.406227
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C0_DEFAULT,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,4,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C0_DEFAULT/raw_global_samples.csv,6706.311000,6716.182500,6728.981450,6716.515360,7.031140,0.104684,6068.834450,6077.978500,6089.666000,1053.221000,6071.499000,5655.202000,82.672957,82.567750
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,4,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,6704.903000,6712.103000,6731.701550,6714.960620,12.475623,0.185788,6066.842550,6074.380000,6090.625900,1044.741000,6067.981000,5652.803000,82.799760,82.695512
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,4,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,6656.498600,6663.993000,6689.933750,6708.075580,298.899230,4.455812,6018.798150,6025.422500,6051.656450,1041.071000,6018.782500,5616.820000,82.726018,82.619962
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C0_DEFAULT,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,4,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C0_DEFAULT/raw_global_samples.csv,4838.291600,4847.571000,4856.525550,4847.852880,6.719713,0.138612,4126.631900,4135.206500,4146.021000,1041.941000,4129.367000,3792.506000,74.792192,74.634192
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,4,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4842.832000,4852.047500,4879.262550,4856.456700,18.989864,0.391023,4131.679550,4139.287500,4164.174550,1045.381500,4133.367500,3795.069500,74.764121,74.622398
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,4,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4836.554000,4844.389000,4863.421450,4871.303560,173.633034,3.564406,4057.359450,4062.202000,4079.441750,1030.697500,4056.679500,3800.006000,74.621541,74.485532
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,8,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT/raw_global_samples.csv,7781.516850,7792.991000,7812.405750,7838.786220,323.948069,4.132630,7356.281000,7365.897500,7384.594300,562.722000,7359.846000,7221.708000,92.363089,92.276526
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,8,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,7781.491550,7792.682500,7807.546100,7879.615260,428.551531,5.438737,7356.410450,7367.507000,7381.465900,562.689000,7361.267000,7223.114500,92.365742,92.279698
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,8,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,7743.548450,7753.483500,7773.371450,7761.451840,48.519816,0.625138,7315.341000,7326.787500,7347.707100,557.408500,7320.388500,7188.956500,92.393336,92.304931
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,8,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,5152.903900,5162.274500,5188.333450,5167.049100,16.733267,0.323846,4476.605100,4486.629000,4506.779550,563.168500,4480.632500,4593.983500,87.453420,87.318896
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,8,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5164.826500,5179.070000,5264.609050,5273.686380,461.497139,8.750940,4488.533000,4503.267000,4596.459000,568.928000,4497.347500,4605.185500,87.351328,87.219788
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,8,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5530.985000,5545.931000,5573.384000,5633.723240,431.205214,7.654001,4382.306900,4392.475000,4415.193000,566.528500,4386.555500,4974.601500,87.104766,86.970945
preflight_r1_P0_p2_m128_n128_k128_q1_b0_C0_DEFAULT,preflight,1,2,P0,128,128,128,1,b0,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q1_b0_C0_DEFAULT/raw_global_samples.csv,141.432000,146.232000,163.991000,148.919600,11.086690,7.444749,86.331200,97.594000,110.234000,91.835000,91.835000,39.678000,6.679423,0.000000
preflight_r1_P0_p2_m128_n128_k128_q1_b1_C0_DEFAULT,preflight,1,2,P0,128,128,128,1,b1,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q1_b1_C0_DEFAULT/raw_global_samples.csv,138.424000,147.512000,168.375000,151.223600,13.993039,9.253211,131.801000,143.352000,168.087000,82.236000,82.236000,44.638000,41.231758,0.000000
preflight_r1_P0_p2_m128_n128_k128_q1_comm_C0_DEFAULT,preflight,1,2,P0,128,128,128,1,comm,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q1_comm_C0_DEFAULT/raw_global_samples.csv,82.907800,89.275000,114.394200,94.299000,14.760458,15.652826,77.467800,83.996000,108.826200,78.556000,78.556000,0.000000,6.476499,0.000000
preflight_r1_P0_p2_m128_n128_k128_q1_gemm_C0_DEFAULT,preflight,1,2,P0,128,128,128,1,gemm,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q1_gemm_C0_DEFAULT/raw_global_samples.csv,53.501000,57.437000,63.292000,58.204600,4.821299,8.283365,48.030000,51.837000,57.724000,0.000000,0.000000,47.358000,100.000000,0.000000
preflight_r1_P0_p2_m128_n128_k128_q1_h0_C0_DEFAULT,preflight,1,2,P0,128,128,128,1,h0,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q1_h0_C0_DEFAULT/raw_global_samples.csv,142.136000,150.231000,162.391000,151.319400,9.360143,6.185686,136.696000,149.111000,162.550200,83.356000,83.356000,47.037000,43.242846,0.000000
preflight_r1_P0_p2_m128_n128_k128_q2_b0_C0_DEFAULT,preflight,1,2,P0,128,128,128,2,b0,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q2_b0_C0_DEFAULT/raw_global_samples.csv,120.153000,129.433000,150.712000,133.944600,14.367617,10.726537,83.451800,87.195000,105.018200,80.795000,80.795000,26.239000,6.950142,0.000000
preflight_r1_P0_p2_m128_n128_k128_q2_b1_C0_DEFAULT,preflight,1,2,P0,128,128,128,2,b1,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q2_b1_C0_DEFAULT/raw_global_samples.csv,278.331200,284.606000,332.147200,298.692400,26.027414,8.713785,272.824600,283.486000,325.936000,80.516000,225.380000,187.604000,70.991811,52.934884
preflight_r1_P0_p2_m128_n128_k128_q2_comm_C0_DEFAULT,preflight,1,2,P0,128,128,128,2,comm,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q2_comm_C0_DEFAULT/raw_global_samples.csv,123.385000,127.352000,135.768200,128.728600,5.674189,4.407869,117.977000,121.913000,130.169000,77.275000,116.473000,0.000000,36.614635,32.152437
preflight_r1_P0_p2_m128_n128_k128_q2_gemm_C0_DEFAULT,preflight,1,2,P0,128,128,128,2,gemm,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q2_gemm_C0_DEFAULT/raw_global_samples.csv,81.691000,84.315000,92.507000,86.427000,4.861473,5.624947,76.123000,78.876000,87.195200,0.000000,0.000000,74.556000,100.000000,0.000000
preflight_r1_P0_p2_m128_n128_k128_q2_h0_C0_DEFAULT,preflight,1,2,P0,128,128,128,2,h0,C0_DEFAULT,0,5,5,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/preflight_r1_P0_p2_m128_n128_k128_q2_h0_C0_DEFAULT/raw_global_samples.csv,240.970800,263.957000,275.130000,258.866800,15.246455,5.889691,243.435600,248.751000,274.842400,78.595000,203.771000,151.267000,68.404147,50.321808
