case_id,phase,repetition,ranks,shape_id,m_local,n,k,q,path,candidate,status,sample_count,pass_count,raw_global_csv,e2e_p05,e2e_p50,e2e_p95,e2e_mean,e2e_std,e2e_cv,done_p05,done_p50,done_p95,release_first_p50,release_last_p50,gemm_interval_p50,release_window_ratio_p50,release_span_ratio_p50
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,2,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4415.351550,4430.152000,4450.822450,4431.706120,9.913741,0.223700,4041.564450,4056.332000,4076.507450,2032.685500,4049.693000,2383.946000,49.872005,49.719359
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,2,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4330.821550,4342.157000,4359.908550,4386.026240,299.466541,6.827742,3958.090000,3968.897500,3985.593550,1999.328000,3962.658000,2327.549500,49.602726,49.451378
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C0_DEFAULT,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,4,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C0_DEFAULT/raw_global_samples.csv,4945.714450,4953.721500,4969.352450,4954.191840,7.654455,0.154505,4748.357450,4756.292000,4771.787450,1049.221000,4750.212000,3896.581000,77.953558,77.825302
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,4,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4943.069650,4952.943500,4966.268650,4953.452360,7.220769,0.145772,4745.753250,4755.425500,4769.163650,1047.888000,4749.020500,3893.698500,77.952830,77.822294
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,4,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4889.844450,4899.644500,4916.451550,4905.685740,33.453055,0.681924,4692.223550,4701.655500,4719.375000,1029.622000,4695.336000,3858.423000,78.111321,77.974380
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C0_DEFAULT,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,4,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C0_DEFAULT/raw_global_samples.csv,4290.942800,4298.868500,4319.956650,4300.983220,11.407789,0.265237,4093.660450,4101.189500,4122.911650,1043.764500,4094.627000,3241.819500,74.544849,74.382585
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,4,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4289.719100,4295.678000,4309.653550,4298.024120,10.079449,0.234514,4092.961000,4098.010000,4112.513100,1044.581000,4091.609000,3238.139500,74.505673,74.347555
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,4,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4328.948550,4339.196500,4373.227000,4383.511040,304.021992,6.935582,4066.403100,4074.731500,4109.833450,1028.262000,4068.972000,3294.295500,74.753026,74.612622
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C0_DEFAULT,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,8,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C0_DEFAULT/raw_global_samples.csv,5989.855000,6030.226000,6107.487900,6032.454840,41.307539,0.684755,5784.922550,5806.393500,5900.739900,549.730000,5799.914000,5466.093000,90.537343,90.431735
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,8,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5992.895450,6021.506500,6105.141850,6075.212420,308.039592,5.070433,5787.595000,5816.713000,5899.481400,551.569000,5810.633500,5458.338000,90.538867,90.425757
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,8,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5955.105000,5992.623000,6067.108000,6039.556020,307.309729,5.088283,5749.556550,5782.800000,5861.222550,546.209000,5776.320500,5436.254000,90.547592,90.440119
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C0_DEFAULT,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,8,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,4542.689550,4551.264500,4581.666200,4596.128840,304.908056,6.634019,4336.544300,4344.640000,4357.619900,547.650000,4337.920500,3989.540000,87.393763,87.235222
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,8,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4549.137550,4559.264500,4599.230350,4563.536320,14.791198,0.324117,4344.364550,4352.797000,4369.364000,562.448500,4346.397000,3995.136500,87.082113,86.929727
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S02_BALANCE,2048,512,2048,8,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4537.245850,4570.707500,4714.515400,4619.503000,295.184816,6.389969,4325.217150,4339.117500,4458.526500,552.129000,4331.519500,4004.739500,87.269947,87.110772
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C0_DEFAULT,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C0_DEFAULT/raw_global_samples.csv,6344.916550,6383.720500,6405.359450,6426.464540,332.622159,5.175819,3990.559000,4020.654000,4050.293000,4014.334500,4014.334500,2365.309500,0.158582,0.000000
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,6367.135600,6385.401000,6481.115900,6441.535700,325.862576,5.058772,3998.248000,4024.334000,4091.898000,4017.934500,4017.934500,2365.151000,0.155692,0.000000
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,6285.959550,6311.885000,6366.855950,6363.903780,346.914061,5.451278,3922.820000,3949.138000,4002.566900,3942.738000,3942.738000,2369.947000,0.162411,0.000000
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C0_DEFAULT,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,1,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C0_DEFAULT/raw_global_samples.csv,6344.376950,6373.328000,6415.484950,6425.523980,344.176151,5.356390,3984.059150,4012.655000,4061.132000,4006.175000,4006.175000,2366.667500,0.156366,0.000000
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,1,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,6348.827000,6384.687000,6423.863000,6388.216760,39.792923,0.622911,3974.924300,4018.174000,4064.172000,4011.854500,4011.854500,2368.269000,0.157565,0.000000
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,1,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,6284.636600,6310.286000,6337.064400,6309.699760,17.024854,0.269820,3929.355550,3950.258500,3974.384450,3943.699000,3943.699000,2367.229000,0.162363,0.000000
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C0_DEFAULT,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,2,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C0_DEFAULT/raw_global_samples.csv,6391.856000,6413.399500,6431.990900,6412.830220,12.528850,0.195372,5228.290000,5245.945500,5264.817000,2035.725500,5239.865500,4363.202500,61.193480,61.074870
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,2,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,6400.464550,6423.559000,6454.445450,6468.218800,315.973254,4.885012,5235.673450,5255.544500,5281.223450,2044.285000,5249.304500,4366.078500,61.096647,60.977662
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,2,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,6320.341000,6338.443500,6367.698000,6398.187920,356.054528,5.564928,5156.127100,5174.109500,5195.316000,1999.728000,5168.110000,4327.597000,61.323677,61.199653
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,2,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,5319.642050,5341.861000,5375.121900,5344.533120,20.202483,0.378003,4149.852250,4167.126500,4189.973000,2037.966500,4160.967000,3297.178500,51.073746,50.936696
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,2,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5314.099400,5344.182000,5378.614950,5343.558040,17.907648,0.335126,4147.415550,4163.927500,4195.072150,2035.165500,4157.367500,3297.095500,51.091633,50.931687
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,2,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5128.392000,5142.686000,5181.198750,5146.937580,17.810955,0.346050,3956.468550,3967.865500,3995.513850,2001.364000,3961.305500,3136.376000,49.586633,49.423568
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C0_DEFAULT,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,4,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C0_DEFAULT/raw_global_samples.csv,6712.882450,6723.142000,6959.927750,6782.826640,308.338719,4.545874,6074.398450,6084.618000,6321.701200,1056.228000,6078.295500,5660.991500,82.642468,82.540197
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,4,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,6708.257000,6721.332000,6733.540850,6769.240700,340.551008,5.030860,6070.629450,6083.643000,6095.341100,1045.124500,6077.176500,5661.079500,82.826813,82.722957
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,4,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,6651.145900,6658.426500,6670.521450,6659.603560,7.226188,0.108508,6012.607550,6021.101000,6031.677450,1037.222000,6014.941000,5612.325000,82.772011,82.670262
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C0_DEFAULT,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,4,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C0_DEFAULT/raw_global_samples.csv,4848.758450,4858.715000,4877.963550,4902.668400,309.845329,6.319932,4135.690550,4144.318500,4162.126000,1046.064000,4138.556000,3798.965500,74.754943,74.613652
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,4,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4839.397850,4851.887500,4889.726000,4898.887620,318.470503,6.500874,4127.360550,4139.767500,4168.814000,1045.780500,4132.648000,3794.031000,74.762321,74.601941
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,4,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4833.880450,4841.973000,4855.126900,4888.865260,327.699444,6.702976,4052.028100,4058.252500,4072.762000,1029.702500,4052.813000,3798.433500,74.614931,74.477036
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,8,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT/raw_global_samples.csv,7778.587550,7789.961500,7810.401450,7835.342100,315.216226,4.023005,7354.043000,7362.707000,7383.961450,561.729000,7356.786500,7217.434000,92.369480,92.282614
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,8,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,7781.466000,7790.202000,7818.592100,7835.677520,306.707430,3.914243,7356.689650,7363.825500,7392.448100,559.647500,7357.426000,7221.673500,92.403126,92.317960
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,8,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,7743.772550,7752.444500,7781.938900,7799.862800,320.279243,4.106216,7316.980550,7325.109000,7343.364000,559.008000,7318.789000,7190.315500,92.366930,92.278462
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,8,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,5156.742550,5167.550500,5189.645000,5172.264560,22.419926,0.433464,4481.640150,4489.667500,4520.898450,560.928000,4483.748500,4597.906500,87.512373,87.376814
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,8,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5154.200000,5170.510000,5187.397900,5170.203380,9.746749,0.188518,4480.892450,4489.748500,4506.091100,564.928000,4483.908000,4599.741000,87.414710,87.283935
discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8,discovery_overlap,2,4,S03_COMPUTE_LEAN,2048,2048,2048,8,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5522.135050,5536.330000,5553.657000,5580.699400,311.122782,5.574978,4372.701050,4382.234000,4400.184900,561.088500,4376.154000,4969.725500,87.188055,87.056801
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C0_DEFAULT,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,1,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C0_DEFAULT/raw_global_samples.csv,4311.853450,4346.396000,4436.999350,4398.204500,328.485632,7.468630,3985.176450,4017.694000,4106.169800,4011.774000,4011.774000,320.782000,0.151636,0.000000
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,1,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4304.561950,4337.040000,4364.895400,4338.032320,21.656222,0.499218,3975.420250,4005.614500,4041.805000,3999.295000,3999.295000,320.622000,0.155837,0.000000
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,1,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4255.351900,4280.298000,4338.580550,4331.521260,343.294462,7.925494,3929.526900,3951.352500,3977.380000,3945.030000,3945.030000,321.983500,0.156828,0.000000
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C0_DEFAULT,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,1,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C0_DEFAULT/raw_global_samples.csv,4318.097150,4347.196500,4411.512450,4354.709680,37.484371,0.860778,3983.819700,4017.455000,4076.027450,4010.895500,4010.895500,322.062000,0.157629,0.000000
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,1,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4318.677000,4348.442000,4378.043450,4348.659160,18.664447,0.429200,3994.735350,4020.110500,4042.649050,4013.711000,4013.711000,321.510500,0.155986,0.000000
