case_id	phase	repetition	ranks	shape_id	m_local	n	k	q	path	candidate	status	started_utc	ended_utc	case_dir
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	1	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:00:03Z	2026-08-31T10:00:15Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	1	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:00:15Z	2026-08-31T10:00:27Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	1	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:00:27Z	2026-08-31T10:00:40Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C0_DEFAULT	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	2	b1	C0_DEFAULT	0	2026-08-31T10:00:40Z	2026-08-31T10:00:52Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C0_DEFAULT	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	2	h0	C0_DEFAULT	0	2026-08-31T10:00:52Z	2026-08-31T10:01:05Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	2	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:01:05Z	2026-08-31T10:01:17Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	2	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:01:17Z	2026-08-31T10:01:29Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	2	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:01:29Z	2026-08-31T10:01:42Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	2	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:01:42Z	2026-08-31T10:01:55Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C0_DEFAULT	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	4	b1	C0_DEFAULT	0	2026-08-31T10:01:55Z	2026-08-31T10:02:07Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C0_DEFAULT	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	4	h0	C0_DEFAULT	0	2026-08-31T10:02:07Z	2026-08-31T10:02:19Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	4	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:02:19Z	2026-08-31T10:02:31Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	4	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:02:31Z	2026-08-31T10:02:44Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	4	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:02:44Z	2026-08-31T10:02:56Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	4	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:02:56Z	2026-08-31T10:03:09Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C0_DEFAULT	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	8	b1	C0_DEFAULT	0	2026-08-31T10:03:09Z	2026-08-31T10:03:21Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C0_DEFAULT	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	8	h0	C0_DEFAULT	0	2026-08-31T10:03:22Z	2026-08-31T10:03:34Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	8	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:03:34Z	2026-08-31T10:03:46Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	8	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:03:46Z	2026-08-31T10:03:58Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:03:58Z	2026-08-31T10:04:11Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:04:11Z	2026-08-31T10:04:24Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C2_RING_SIMPLE_CH8
discovery_b0_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT	discovery_b0	3	4	S01_COMM_LEAN	2048	128	2048	1	b0	C0_DEFAULT	0	2026-08-31T10:04:24Z	2026-08-31T10:04:37Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C0_DEFAULT	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	1	b1	C0_DEFAULT	0	2026-08-31T10:04:37Z	2026-08-31T10:04:49Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C0_DEFAULT	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	1	h0	C0_DEFAULT	0	2026-08-31T10:04:49Z	2026-08-31T10:05:01Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C1_RING_SIMPLE_CH4	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	1	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:05:01Z	2026-08-31T10:05:13Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C1_RING_SIMPLE_CH4	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	1	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:05:13Z	2026-08-31T10:05:25Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C2_RING_SIMPLE_CH8	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	1	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:05:25Z	2026-08-31T10:05:38Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C2_RING_SIMPLE_CH8	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	1	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:05:38Z	2026-08-31T10:05:51Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C0_DEFAULT	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	2	b1	C0_DEFAULT	0	2026-08-31T10:05:51Z	2026-08-31T10:06:03Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C0_DEFAULT	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	2	h0	C0_DEFAULT	0	2026-08-31T10:06:03Z	2026-08-31T10:06:15Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C1_RING_SIMPLE_CH4	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	2	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:06:15Z	2026-08-31T10:06:27Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C1_RING_SIMPLE_CH4	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	2	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:06:27Z	2026-08-31T10:06:40Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C2_RING_SIMPLE_CH8	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	2	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:06:40Z	2026-08-31T10:06:53Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C2_RING_SIMPLE_CH8	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	2	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:06:53Z	2026-08-31T10:07:05Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C0_DEFAULT	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	4	b1	C0_DEFAULT	0	2026-08-31T10:07:05Z	2026-08-31T10:07:18Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C0_DEFAULT	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	4	h0	C0_DEFAULT	0	2026-08-31T10:07:18Z	2026-08-31T10:07:30Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C1_RING_SIMPLE_CH4	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	4	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:07:30Z	2026-08-31T10:07:42Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C1_RING_SIMPLE_CH4	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	4	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:07:42Z	2026-08-31T10:07:54Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C2_RING_SIMPLE_CH8	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	4	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:07:54Z	2026-08-31T10:08:07Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C2_RING_SIMPLE_CH8	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	4	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:08:07Z	2026-08-31T10:08:20Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C0_DEFAULT	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	8	b1	C0_DEFAULT	0	2026-08-31T10:08:20Z	2026-08-31T10:08:32Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C0_DEFAULT	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	8	h0	C0_DEFAULT	0	2026-08-31T10:08:32Z	2026-08-31T10:08:45Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C0_DEFAULT
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C1_RING_SIMPLE_CH4	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	8	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:08:45Z	2026-08-31T10:08:57Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C1_RING_SIMPLE_CH4	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	8	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:08:57Z	2026-08-31T10:09:09Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C2_RING_SIMPLE_CH8	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:09:09Z	2026-08-31T10:09:22Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C2_RING_SIMPLE_CH8	discovery_overlap	3	4	S01_COMM_LEAN	2048	128	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:09:22Z	2026-08-31T10:09:35Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C2_RING_SIMPLE_CH8
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C0_DEFAULT	discovery_comm	1	4	S02_BALANCE	2048	512	2048	1	comm	C0_DEFAULT	0	2026-08-31T10:09:35Z	2026-08-31T10:09:47Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C0_DEFAULT
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C1_RING_SIMPLE_CH4	discovery_comm	1	4	S02_BALANCE	2048	512	2048	1	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T10:09:47Z	2026-08-31T10:09:59Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C1_RING_SIMPLE_CH4
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C2_RING_SIMPLE_CH8	discovery_comm	1	4	S02_BALANCE	2048	512	2048	1	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T10:09:59Z	2026-08-31T10:10:12Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C2_RING_SIMPLE_CH8
discovery_gemm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_gemm_C0_DEFAULT	discovery_gemm	1	4	S02_BALANCE	2048	512	2048	1	gemm	C0_DEFAULT	0	2026-08-31T10:10:12Z	2026-08-31T10:10:24Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_gemm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_gemm_C0_DEFAULT
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C0_DEFAULT	discovery_comm	1	4	S02_BALANCE	2048	512	2048	2	comm	C0_DEFAULT	0	2026-08-31T10:10:24Z	2026-08-31T10:10:36Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C0_DEFAULT
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C1_RING_SIMPLE_CH4	discovery_comm	1	4	S02_BALANCE	2048	512	2048	2	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T10:10:36Z	2026-08-31T10:10:49Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C1_RING_SIMPLE_CH4
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C2_RING_SIMPLE_CH8	discovery_comm	1	4	S02_BALANCE	2048	512	2048	2	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T10:10:49Z	2026-08-31T10:11:01Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C2_RING_SIMPLE_CH8
discovery_gemm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_gemm_C0_DEFAULT	discovery_gemm	1	4	S02_BALANCE	2048	512	2048	2	gemm	C0_DEFAULT	0	2026-08-31T10:11:01Z	2026-08-31T10:11:13Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_gemm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_gemm_C0_DEFAULT
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C0_DEFAULT	discovery_comm	1	4	S02_BALANCE	2048	512	2048	4	comm	C0_DEFAULT	0	2026-08-31T10:11:13Z	2026-08-31T10:11:25Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C0_DEFAULT
