N,q,isolated_ranking_top3,isolated_winner_label,isolated_best_us,e2e_ranking_top3,e2e_winner_label,e2e_best_us,iso_winner_family,e2e_winner_family,substrate_reversal_flag,comm_C2_vs_C0_iso_pct,r1_C2_vs_C0_e2e_pct,rccl_config_flag
2048,8,comm_only_c0_default:825 < dc_pushsig_only_c0_default:1883 < fc_fcollect_only_c0_default:3337,comm_only_c0_default,825.040,r0_full_serial_c0_default:1900 < r1_event_overlap_c0_default:3448 < rs_slice_serial_c0_default:3787,r0_full_serial_c0_default,1899.999,RCCL,RCCL,CONSISTENT,,,N/A
