case_id	phase	repetition	ranks	shape_id	m_local	n	k	q	path	candidate	status	started_utc	ended_utc	case_dir
phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4	phase2_h0	4	4	S03_CONFIRM	2048	2048	2048	8	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T11:10:15Z	2026-08-31T11:10:28Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4
phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4	phase2_h0	5	4	S03_CONFIRM	2048	2048	2048	8	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T11:10:28Z	2026-08-31T11:10:40Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C1_RING_SIMPLE_CH4
phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8	phase2_h0	1	4	S03_CONFIRM	2048	2048	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T11:10:40Z	2026-08-31T11:10:53Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8
phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8	phase2_h0	2	4	S03_CONFIRM	2048	2048	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T11:10:54Z	2026-08-31T11:11:07Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8
phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8	phase2_h0	3	4	S03_CONFIRM	2048	2048	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T11:11:07Z	2026-08-31T11:11:20Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8
phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8	phase2_h0	4	4	S03_CONFIRM	2048	2048	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T11:11:20Z	2026-08-31T11:11:33Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8
phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8	phase2_h0	5	4	S03_CONFIRM	2048	2048	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T11:11:33Z	2026-08-31T11:11:46Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_h0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_h0_C2_RING_SIMPLE_CH8
phase2_b1_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT	phase2_b1	1	4	S03_CONFIRM	2048	2048	2048	8	b1	C0_DEFAULT	0	2026-08-31T11:11:47Z	2026-08-31T11:11:59Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT
phase2_b1_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT	phase2_b1	2	4	S03_CONFIRM	2048	2048	2048	8	b1	C0_DEFAULT	0	2026-08-31T11:11:59Z	2026-08-31T11:12:12Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT
phase2_b1_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT	phase2_b1	3	4	S03_CONFIRM	2048	2048	2048	8	b1	C0_DEFAULT	0	2026-08-31T11:12:12Z	2026-08-31T11:12:25Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT
phase2_b1_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT	phase2_b1	4	4	S03_CONFIRM	2048	2048	2048	8	b1	C0_DEFAULT	0	2026-08-31T11:12:25Z	2026-08-31T11:12:38Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT
phase2_b1_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT	phase2_b1	5	4	S03_CONFIRM	2048	2048	2048	8	b1	C0_DEFAULT	0	2026-08-31T11:12:38Z	2026-08-31T11:12:51Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C0_DEFAULT
phase2_b1_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8	phase2_b1	1	4	S03_CONFIRM	2048	2048	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T11:12:51Z	2026-08-31T11:13:04Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8
phase2_b1_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8	phase2_b1	2	4	S03_CONFIRM	2048	2048	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T11:13:04Z	2026-08-31T11:13:17Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8
phase2_b1_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8	phase2_b1	3	4	S03_CONFIRM	2048	2048	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T11:13:18Z	2026-08-31T11:13:31Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8
phase2_b1_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8	phase2_b1	4	4	S03_CONFIRM	2048	2048	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T11:13:31Z	2026-08-31T11:13:44Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8
phase2_b1_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8	phase2_b1	5	4	S03_CONFIRM	2048	2048	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T11:13:44Z	2026-08-31T11:13:58Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b1_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q8_b1_C2_RING_SIMPLE_CH8
phase2_gemm_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_gemm_C0_DEFAULT	phase2_gemm	1	4	S03_CONFIRM	2048	2048	2048	8	gemm	C0_DEFAULT	0	2026-08-31T11:13:58Z	2026-08-31T11:14:10Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_gemm_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q8_gemm_C0_DEFAULT
phase2_gemm_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_gemm_C0_DEFAULT	phase2_gemm	2	4	S03_CONFIRM	2048	2048	2048	8	gemm	C0_DEFAULT	0	2026-08-31T11:14:10Z	2026-08-31T11:14:22Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_gemm_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q8_gemm_C0_DEFAULT
phase2_gemm_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_gemm_C0_DEFAULT	phase2_gemm	3	4	S03_CONFIRM	2048	2048	2048	8	gemm	C0_DEFAULT	0	2026-08-31T11:14:22Z	2026-08-31T11:14:35Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_gemm_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q8_gemm_C0_DEFAULT
phase2_b0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT	phase2_b0	1	4	S03_CONFIRM	2048	2048	2048	1	b0	C0_DEFAULT	0	2026-08-31T11:14:35Z	2026-08-31T11:14:47Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b0_r1_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT
phase2_b0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT	phase2_b0	2	4	S03_CONFIRM	2048	2048	2048	1	b0	C0_DEFAULT	0	2026-08-31T11:14:47Z	2026-08-31T11:15:00Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b0_r2_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT
phase2_b0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT	phase2_b0	3	4	S03_CONFIRM	2048	2048	2048	1	b0	C0_DEFAULT	0	2026-08-31T11:15:00Z	2026-08-31T11:15:13Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b0_r3_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT
phase2_b0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT	phase2_b0	4	4	S03_CONFIRM	2048	2048	2048	1	b0	C0_DEFAULT	0	2026-08-31T11:15:13Z	2026-08-31T11:15:26Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b0_r4_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT
phase2_b0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT	phase2_b0	5	4	S03_CONFIRM	2048	2048	2048	1	b0	C0_DEFAULT	0	2026-08-31T11:15:26Z	2026-08-31T11:15:38Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase2_release_curve_20260831_105000/cases/phase2_b0_r5_S03_CONFIRM_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT
